Renowned	Renowned	j-vvn	Renowned	renown	0
be	be	vbi	be	be	0
faithfull	faithfull	j	faithful	faithful	0
slaves	slaves	n2	slaves	slave	0
and	and	cc	and	and	0
vassals	vassals	n2	vassals	vassal	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
and	and	cc	and	and	0
Devill	Devill	n1	Devil	devil	0
?	?	?	?	?	1
M.	M.	n1	M.	m.	0
Reguli	Reguli	np1	Reguli	Reguli	0
fi	fi	n2	fi	fi	0
∣	∣	sy	∣	∣	0
detuas	detuas	n1	detuas	detuas	0
inim	inim	n1	inim	inim	0
∣	∣	sy	∣	∣	0
c	c	sy	c	c	0
faceret	faceret	fw-la	faceret	faceret	0
nos	nos	fw-la	nos	nos	0
fideles	fideles	fw-la	fideles	fideles	0
Deo	Deo	fw-la	Deo	deo	0
&	&	cc	&	and	0
hominibus	hominibus	fw-la	hominibus	hominibus	0
.	.	.	.	.	1
Who	Who	q-crq	Who	who	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
faithfull	faithfull	j	faithful	faithful	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Godly	Godly	j	Godly	godly	0
his	his	po31	his	his	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
Mar.	Mar.	np1	Mar.	Mar.	1
Regulus	Regulus	np1	Regulus	Regulus	0
a	a	dt	a	a	0
Heathen	Heathen	j-jn	Heathen	heathen	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
was	was	vbds	was	be	0
faithfull	faithfull	j	faithful	faithful	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
very	very	j	very	very	0
enemies	enemies	n2	enemies	enemy	0
?	?	?	?	?	1
Honoured	Honoured	j-vvn	Honoured	honour	0
Patriots	Patriots	n2	Patriots	patriot	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
hold	hold	vvi	hold	hold	0
you	you	pn22	you	you	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
gate	gate	n1	gate	gate	0
or	or	cc	or	or	0
Preface	Preface	n1	Preface	preface	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
humbly	humbly	av-j	humbly	humble	0
intreat	intreat	vvi	entreat	entreat	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
hoise	hoise	vvi	hoist	hoist	0
up	up	a-acp	up	up	0
your	your	po22	your	your	0
sailes	sailes	n2	sails	sail	0
of	of	pp-f	of	of	0
pious	pious	j	pious	pious	0
resolutions	resolutions	n2	resolutions	resolution	0
,	,	,	,	,	0
or	or	cc	or	or	0
if	if	cs	if	if	0
up	up	a-acp	up	up	0
already	already	av	already	already	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
narrow	narrow	j	narrow	narrow	0
them	them	pno32	them	they	0
,	,	,	,	,	0
much	much	av-d	much	much	0
lesse	lesse	av-dc	less	less	0
take	take	vvi	take	take	0
them	them	pno32	them	they	0
quite	quite	av	quite	quite	0
downe	downe	a-acp	down	down	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
the	the	dt	the	the	0
prayers	prayers	n2	prayers	prayer	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
worth	worth	j	worth	worth	0
the	the	dt	the	the	0
having	having	vhg	having	have	0
,	,	,	,	,	0
are	are	vbr	are	be	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
up	up	a-acp	up	up	0
a	a	dt	a	a	0
full	full	j	full	full	0
gale	gale	n1	gale	gale	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
you	you	pn22	you	you	0
on	on	p-acp	on	on	0
amaine	amaine	av	amain	amain	0
;	;	;	;	;	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
ride	ride	vvi	ride	ride	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
the	the	dt	the	the	0
waves	waves	n2	waves	wave	0
and	and	cc	and	and	0
billowes	billowes	n2	billows	billow	0
of	of	pp-f	of	of	0
contradictions	contradictions	n2	contradictions	contradiction	0
and	and	cc	and	and	0
oppositions	oppositions	n2	oppositions	opposition	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
;	;	;	;	;	0
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
be	be	vbb	be	be	0
clothed	clothed	vvn	clothed	clothe	0
with	with	p-acp	with	with	0
Christian	Christian	njp	Christian	christian	0
fortitude	fortitude	n1	fortitude	fortitude	0
,	,	,	,	,	0
and	and	cc	and	and	0
magnanimity	magnanimity	n1	magnanimity	magnanimity	0
of	of	pp-f	of	of	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
with	with	p-acp	with	with	0
armour	armour	n1	armour	armour	0
of	of	pp-f	of	of	0
proofe	proofe	n1	proof	proof	0
.	.	.	.	.	1
Watch	Watch	n1	Watch	watch	0
yee	yee	pn22	ye	you	0
,	,	,	,	,	0
stand	stand	vvb	stand	stand	0
fast	fast	av-j	fast	fast	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
16.13	16.13	crd	16.13	16.13	0
..	..	..	..	..	0
quit	quit	vvi	quit	quit	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
like	like	av-j	like	like	0
men	men	n2	men	man	0
,	,	,	,	,	0
be	be	vbb	be	be	0
strong	strong	j	strong	strong	0
;	;	;	;	;	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
to	to	pc-acp	to	to	0
deale	deale	vvi	deal	deal	0
with	with	p-acp	with	with	0
adversaries	adversaries	n2	adversaries	adversary	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
slie	slie	j	sly	sly	0
and	and	cc	and	and	0
subtile	subtile	j	subtle	subtle	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
watch	watch	vvb	watch	watch	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
unwearied	unwearied	j	unwearied	unwearied	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
never	never	av	never	never	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
hold	hold	vvb	hold	hold	0
out	out	av	out	out	0
,	,	,	,	,	0
stand	stand	vvb	stand	stand	0
fast	fast	av-j	fast	fast	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
stout	stout	j	stout	stout	0
and	and	cc	and	and	0
hardy	hardy	j	hardy	hardy	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
quit	quit	vvb	quit	quit	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
like	like	av-j	like	like	0
men	men	n2	men	man	0
;	;	;	;	;	0
be	be	vbb	be	be	0
strong	strong	j	strong	strong	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
break	break	vvi	break	break	0
through	through	p-acp	through	through	0
difficulties	difficulties	n2	difficulties	difficulty	0
and	and	cc	and	and	0
dangers	dangers	n2	dangers	danger	0
,	,	,	,	,	0
though	though	cs	though	though	0
many	many	d	many	many	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
15.58	15.58	crd	15.58	15.58	0
.	.	.	.	.	0
mighty	mighty	j	mighty	mighty	0
:	:	:	:	:	0
Be	Be	vbb	Be	be	0
stedfast	stedfast	j	steadfast	steadfast	0
,	,	,	,	,	0
immovable	immovable	j	immovable	immovable	0
,	,	,	,	,	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
waies	waies	n2	ways	way	0
abounding	abounding	vvg	abounding	abound	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
.	.	.	.	.	1
&	&	cc	&	and	0
know	know	vvb	know	know	0
your	your	po22	your	your	0
labour	labour	n1	labour	labour	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
vaine	vaine	j	vain	vain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
be	be	vbb	be	be	0
stedfast	stedfast	j	steadfast	steadfast	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
founded	founded	vvn	founded	found	0
upon	upon	p-acp	upon	upon	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
house	house	n1	house	house	0
built	built	vvn	built	build	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
Rock	Rock	n1	Rock	rock	0
,	,	,	,	,	0
.	.	.	.	.	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
,	,	,	,	,	0
be	be	vbb	be	be	0
immovable	immovable	j	immovable	immovable	0
,	,	,	,	,	0
unsha	unsha	uh	unsha	unsha	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
by	by	p-acp	by	by	0
winds	winds	n2	winds	wind	0
or	or	cc	or	or	0
weather	weather	n1	weather	weather	0
,	,	,	,	,	0
.	.	.	.	.	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
feares	feares	n2	fears	fear	0
or	or	cc	or	or	0
flatteries	flatteries	n2	flatteries	flattery	0
;	;	;	;	;	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
bounding	bounding	j-vvg	bounding	bound	0
,	,	,	,	,	0
and	and	cc	and	and	0
alwayes	alwayes	av	always	always	0
abounding	abounding	vvg	abounding	abound	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
never	never	av-x	never	never	0
doe	doe	vdi	do	do	0
enough	enough	d	enough	enough	0
for	for	p-acp	for	for	0
that	that	cst	that	that	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
so	so	av	so	so	0
much	much	av-d	much	much	0
for	for	c-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
doe	doe	vdi	do	do	0
yet	yet	av	yet	yet	0
more	more	av-dc	more	more	0
also	also	av	also	also	0
;	;	;	;	;	0
let	let	vvb	let	let	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
be	be	vbb	be	be	0
alwayes	alwayes	av	always	always	0
flaming	flaming	vvg	flaming	flame	0
with	with	p-acp	with	with	0
love	love	n1	love	love	0
and	and	cc	and	and	0
zeale	zeale	n1	zeal	zeal	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
,	,	,	,	,	0
his	his	po31	his	his	0
cause	cause	n1	cause	cause	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
let	let	vvb	let	let	0
your	your	po22	your	your	0
heads	heads	n2	heads	head	0
and	and	cc	and	and	0
hands	hands	n2	hands	hand	0
be	be	vbb	be	be	0
alwayes	alwayes	av	always	always	0
working	working	vvg	working	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
know	know	vvb	know	know	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
comfort	comfort	n1	comfort	comfort	0
and	and	cc	and	and	0
incouragement	incouragement	n1	encouragement	encouragement	0
,	,	,	,	,	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
abundantly	abundantly	av-j	abundantly	abundant	0
reward	reward	vvi	reward	reward	0
you	you	pn22	you	you	0
What	What	q-crq	What	what	0
though	though	cs	though	though	0
you	you	pn22	you	you	0
spend	spend	vvb	spend	spend	0
your	your	po22	your	your	0
time	time	n1	time	time	0
,	,	,	,	,	0
your	your	po22	your	your	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
your	your	po22	your	your	0
estates	estates	n2	estates	estate	0
,	,	,	,	,	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
recompence	recompence	vvi	recompense	recompense	0
it	it	pn31	it	it	0
even	even	av	even	even	0
seven-fold	seven-fold	j	sevenfold	sevenfold	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
bo	bo	zz	bo	bo	0
∣	∣	sy	∣	∣	0
some	some	n1	some	sum	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
yours	yours	png22	yours	you	0
:	:	:	:	:	0
your	your	po22	your	your	0
labour	labour	n1	labour	labour	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
vaine	vaine	j	vain	vain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
Consider	Consider	np1	Consider	Consider	0
the	the	dt	the	the	0
goodly	goodly	j	goodly	goodly	0
man-child	man-child	n1	manchild	manchild	0
of	of	pp-f	of	of	0
Reformation	Reformation	n1	Reformation	reformation	0
is	is	vbz	is	be	0
come	come	vvn	come	come	0
nigh	nigh	av-j	nigh	nigh	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
comfort	comfort	n1	comfort	comfort	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
unto	unto	p-acp	unto	unto	0
eternity	eternity	n1	eternity	eternity	0
upon	upon	p-acp	upon	upon	0
pious	pious	j	pious	pious	0
principles	principles	n2	principles	principle	0
to	to	p-acp	to	to	0
midwife	midwife	n1	midwife	midwife	0
it	it	pn31	it	it	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
safe	safe	j	safe	safe	0
delivery	delivery	n1	delivery	delivery	0
;	;	;	;	;	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
put	put	vvd	put	put	0
you	you	pn22	you	you	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
work	work	n1	work	work	0
,	,	,	,	,	0
Exod	Exod	j	Exod	exod	0
,	,	,	,	,	0
1.21	1.21	crd	1.21	1.21	0
.	.	.	.	.	0
alluded	alluded	vvn	alluded	allude	0
to	to	p-acp	to	to	0
and	and	cc	and	and	0
then	then	av	then	then	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
houses	houses	n2	houses	house	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
multiply	multiply	vvi	multiply	multiply	0
your	your	po22	your	your	0
chil	chil	fw-la	chil	chil	0
∣	∣	sy	∣	∣	0
dren	dren	n1	dren	dren	0
,	,	,	,	,	0
inlarge	inlarge	vvb	enlarge	enlarge	0
your	your	po22	your	your	0
estates	estates	n2	estates	estate	0
,	,	,	,	,	0
make	make	vvb	make	make	0
your	your	po22	your	your	0
names	names	n2	names	name	0
and	and	cc	and	and	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
milies	milies	n2	milies	mily	0
great	great	j	great	great	0
from	from	p-acp	from	from	0
generation	generation	n1	generation	generation	0
to	to	p-acp	to	to	0
generation	generation	n1	generation	generation	0
;	;	;	;	;	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
against	against	p-acp	against	against	0
us	us	pno12	us	we	0
?	?	?	?	?	0
the	the	dt	the	the	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
and	and	cc	and	and	0
Scotland	Scotland	np1	Scotland	Scotland	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
,	,	,	,	,	0
the	the	dt	the	the	0
case	case	n1	case	case	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
and	and	cc	and	and	0
Iudah	Iudah	np1	Iudah	Judah	0
,	,	,	,	,	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
opprest	opprest	vvn	oppressed	oppress	0
together	together	av	together	together	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
that	that	cst	that	that	0
took	took	vvd	took	take	0
us	us	pno12	us	we	0
captives	captives	n2-jn	captives	captive	0
held	held	vvd	held	hold	0
us	us	pno12	us	we	0
fast	fast	av-j	fast	fast	0
;	;	;	;	;	0
Jer.	Jer.	np1	Jer.	Jer.	1
50	50	crd	50	50	0
33	33	crd	33	33	0
,	,	,	,	,	0
34.	34.	crd	34.	34.	0
they	they	pns32	they	they	0
refused	refused	vvd	refused	refuse	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
us	us	pno12	us	we	0
goe	goe	vvi	go	go	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
our	our	po12	our	our	0
Redeemer	Redeemer	n1	Redeemer	redeemer	0
is	is	vbz	is	be	0
strong	strong	j	strong	strong	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Hosts	Hosts	n2	Hosts	host	0
is	is	vbz	is	be	0
his	his	po31	his	his	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
throughly	throughly	av-j	thoroughly	thorough	0
plead	plead	vvi	plead	plead	0
our	our	po12	our	our	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
give	give	vvi	give	give	0
rest	rest	n1	rest	rest	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
disquiet	disquiet	vvi	disquiet	disquiet	0
the	the	dt	the	the	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
of	of	pp-f	of	of	0
Babylon	Babylon	np1	Babylon	Babylon	0
;	;	;	;	;	0
so	so	av	so	so	0
prayes	prayes	vvz	prays	pray	0
,	,	,	,	,	0
so	so	av	so	so	0
hopes	hopes	n2	hope's	hope	1
