SIth	SIth	c-acp	SIth	sith	0
seruant	seruant	n1	servant	servant	0
,	,	,	,	,	0
desiring	desiring	vvg	desiring	desire	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
your	your	po22	your	your	0
increase	increase	n1	increase	increase	0
&	&	cc	&	and	0
greatnesse	greatnesse	n1	greatness	greatness	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
commoditie	commoditie	n1	commodity	commodity	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
subiects	subiects	n2-jn	subjects	subject	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
enterprised	enterprised	vvn	enterprised	enterprise	0
to	to	pc-acp	to	to	0
treat	treat	vvi	treat	treat	0
this	this	d	this	this	0
argu	argu	n1	argu	argu	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
vocatiō	vocatiō	n1	vocation	vocation	0
,	,	,	,	,	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
taken	taken	vvn	taken	take	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
man	man	n1	man	man	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
truly	truly	av-j	truly	true	0
hath	hath	vhz	hath	have	0
seemed	seemed	vvd	seemed	seem	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
ye	ye	dt	the	the	0
meetest	meetest	js	meetest	meet	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
time	time	n1	time	time	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
necessary	necessary	j	necessary	necessary	0
for	for	p-acp	for	for	0
al	al	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
beginning	beginning	vvg	beginning	begin	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
head	head	n1	head	head	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
foote	foote	n1	foot	foot	0
.	.	.	.	.	1
And	And	cc	And	and	0
because	because	c-acp	because	because	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
souereigne	souereigne	j-jn	sovereign	sovereign	0
head	head	n1	head	head	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
(	(	(	(	(	0
Syr	Syr	n1	Sir	sir	0
)	)	)	)	)	0
&	&	cc	&	and	0
he	he	pns31	he	he	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
therfore	therfore	av	therefore	therefore	0
,	,	,	,	,	0
the	the	dt	the	the	0
souereigne	souereigne	j-jn	sovereign	sovereign	0
authority	authority	n1	authority	authority	0
lyeth	lyeth	vvz	lies	lie	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
,	,	,	,	,	0
establishe	establishe	vvi	establish	establish	0
,	,	,	,	,	0
and	and	cc	and	and	0
dispose	dispose	vvi	dispose	dispose	0
eche	eche	d	eke	each	0
man	man	n1	man	man	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
liuing	liuing	vvg	living	live	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
aduancement	aduancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
realme	realme	n1	realm	realm	0
:	:	:	:	:	0
&	&	cc	&	and	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
also	also	av	also	also	0
by	by	p-acp	by	by	0
good	good	j	good	good	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
al	al	d	all	all	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
yt	yt	pn31	that	it	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
shuld	shuld	vmd	should	shall	0
be	be	vbi	be	be	0
dedicated	dedicated	vvn	dedicated	dedicate	0
&	&	cc	&	and	0
consecra	consecra	fw-la	consecra	consecra	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
:	:	:	:	:	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
boldly	boldly	av-j	boldly	bold	0
aduentured	aduentured	vvn	adventured	adventure	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
the	the	dt	the	the	0
same	same	d	same	same	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
cause	cause	vvi	cause	cause	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
published	published	vvn	published	publish	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
moste	moste	av-ds	most	most	0
royall	royall	j	royal	royal	0
name	name	n1	name	name	0
:	:	:	:	:	0
hoping	hoping	vvg	hoping	hope	0
yt	yt	pn31	that	it	0
though	though	c-acp	though	though	0
the	the	dt	the	the	0
work	work	n1	work	work	0
be	be	vbb	be	be	0
vnworthy	vnworthy	j	unworthy	unworthy	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
:	:	:	:	:	0
that	that	cst	that	that	0
yet	yet	av	yet	yet	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
that	that	d	that	that	0
,	,	,	,	,	0
it	it	pn31	it	it	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
receiued	receiued	vvn	received	receive	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
presented	presented	vvn	presented	present	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
desireth	desireth	vvz	desires	desire	0
to	to	pc-acp	to	to	0
profit	profit	vvi	profit	profit	0
the	the	dt	the	the	0
Pub	Pub	fw-la	Pub	pub	0
∣	∣	sy	∣	∣	0
lique	lique	n1	lique	lique	0
,	,	,	,	,	0
&	&	cc	&	and	0
thereof	thereof	av	thereof	thereof	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
proofe	proofe	n1	proof	proof	0
and	and	cc	and	and	0
testimonie	testimonie	n1	testimony	testimony	0
.	.	.	.	.	1
Praying	Praying	vvg	Praying	pray	0
God	God	np1	God	God	0
(	(	(	(	(	0
Syr	Syr	n1	Sir	sir	0
)	)	)	)	)	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
crease	crease	n1	crease	crease	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
yeres	yeres	n2	years	year	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
you	you	pn22	you	you	0
also	also	av	also	also	0
increase	increase	vvi	increase	increase	0
of	of	pp-f	of	of	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
&	&	cc	&	and	0
all	all	d	all	all	0
that	that	cst	that	that	0
appertey	appertey	n1	appertey	appertey	0
∣	∣	sy	∣	∣	0
neth	neth	n1	neth	neth	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Royal	Royal	j	Royal	royal	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
continu	continu	vvi	continue	continue	0
∣	∣	sy	∣	∣	0
ance	ance	n1	ance	ance	0
of	of	pp-f	of	of	0
long	long	j	long	long	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
prosperitie	prosperitie	n1	prosperity	prosperity	0
.	.	.	.	.	1
