WHereas	WHereas	cs	WHereas	whereas	0
service	service	n1	service	service	0
of	of	pp-f	of	of	0
Almighty	Almighty	j-jn	Almighty	almighty	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
good	good	j	good	good	0
and	and	cc	and	and	0
quiet	quiet	j-jn	quiet	quiet	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
better	better	jc	better	better	0
Government	Government	n1	Government	government	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
observed	observed	vvd	observed	observe	0
,	,	,	,	,	0
performed	performed	vvn	performed	perform	0
,	,	,	,	,	0
fulfilled	fulfilled	vvn	fulfilled	fulfil	0
and	and	cc	and	and	0
kept	kept	vvn	kept	keep	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Archbishop	Archbishop	n1	Archbishop	archbishop	0
of	of	pp-f	of	of	0
Canterbury	Canterbury	np1	Canterbury	Canterbury	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Archbishop	Archbishop	n1	Archbishop	archbishop	0
of	of	pp-f	of	of	0
York	York	np1	York	York	0
,	,	,	,	,	0
the	the	dt	the	the	0
Bishops	Bishops	n2	Bishops	bishop	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Successors	Successors	n2	Successors	successor	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Clergy	Clergy	n1	Clergy	clergy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
several	several	j	several	several	0
Provinces	Provinces	n2	Provinces	province	0
of	of	pp-f	of	of	0
Canterbury	Canterbury	np1	Canterbury	Canterbury	0
and	and	cc	and	and	0
York	York	np1	York	York	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
several	several	j	several	several	0
Callings	Callings	n2	Callings	calling	0
,	,	,	,	,	0
Offices	Offices	n2	Offices	office	0
,	,	,	,	,	0
Functions	Functions	n2	Functions	function	0
,	,	,	,	,	0
Mi	Mi	fw-mi	Mi	mi	0
∣	∣	sy	∣	∣	0
nisteries	nisteries	n2	nisteries	nistery	0
,	,	,	,	,	0
Degrees	Degrees	n2	Degrees	degree	0
and	and	cc	and	and	0
Administrations	Administrations	n2	Administrations	administration	0
;	;	;	;	;	0
As	As	c-acp	As	as	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
and	and	cc	and	and	0
every	every	d	every	every	0
Dean	Dean	n1	Dean	dean	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Arches	Arches	n2	Arches	arch	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Iudges	Iudges	n2	Judges	judge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
several	several	j	several	several	0
Archbishops	Archbishops	ng1	Archbishop's	archbishop	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Courts	Courts	n2	Courts	court	0
Guardians	Guardians	n2	Guardians	guardian	0
of	of	pp-f	of	of	0
Spiritualties	Spiritualties	n2	Spiritualties	spiritualty	0
,	,	,	,	,	0
Chancellours	Chancellours	n2	Chancellors	chancellor	0
,	,	,	,	,	0
Deans	Deans	np1	Deans	Deans	0
and	and	cc	and	and	0
Chap	Chap	n1	Chap	chap	0
∣	∣	sy	∣	∣	0
ters	ters	fw-mi	ters	ters	0
,	,	,	,	,	0
Archdeacons	Archdeacons	ng1	Archdeacons	archdeacon	0
,	,	,	,	,	0
Commissaries	Commissaries	n2	Commissaries	commissary	0
,	,	,	,	,	0
Officials	Officials	n2-j	Officials	officials	0
,	,	,	,	,	0
Re	Re	fw-it	Re	re	0
∣	∣	sy	∣	∣	0
gisters	gisters	n2	gisters	gister	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
and	and	cc	and	and	0
every	every	d	every	every	0
other	other	j-jn	other	other	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
Offi	Offi	n2	Offi	offi	0
∣	∣	sy	∣	∣	0
cers	cers	ng2	cers	cers	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
inferiour	inferiour	j-jn	inferior	inferior	0
Ministers	Ministers	n2	Ministers	minister	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
respective	respective	j	respective	respective	0
Provinces	Provinces	n2	Provinces	province	0
of	of	pp-f	of	of	0
Canterbury	Canterbury	np1	Canterbury	Canterbury	0
and	and	cc	and	and	0
York	York	np1	York	York	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
distinct	distinct	j	distinct	distinct	0
Courts	Courts	n2	Courts	court	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
order	order	n1	order	order	0
and	and	cc	and	and	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
proceedings	proceedings	n2-vvg	proceedings	proceed	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
persons	persons	n2	persons	person	0
within	within	p-acp	within	within	0
this	this	d	this	this	0
Realm	Realm	n1	Realm	realm	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
lawfully	lawfully	av-j	lawfully	lawful	0
being	being	vbg	being	be	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
concern	concern	vvi	concern	concern	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
said	said	vvn	said	say	0
Let	Let	vvi	Let	let	0
∣	∣	sy	∣	∣	0
ters	ters	ng2-jc	ters	ters	0
Patents	Patents	n2	Patents	patent	0
amongst	amongst	p-acp	among	among	0
other	other	j-jn	other	other	0
clauses	clauses	n2	clauses	clause	0
more	more	av-dc	more	more	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
doth	doth	vdz	does	do	0
appear	appear	vvi	appear	appear	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
forasmuch	forasmuch	av	forasmuch	forasmuch	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Lord	Lord	n1	Lord	lord	0
Archbishop	Archbishop	n1	Archbishop	archbishop	0
of	of	pp-f	of	of	0
Canterbury	Canterbury	np1	Canterbury	Canterbury	0
,	,	,	,	,	0
President	President	n1	President	precedent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Convocation	Convocation	n1	Convocation	convocation	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Province	Province	n1	Province	province	0
of	of	pp-f	of	of	0
Canterbury	Canterbury	np1	Canterbury	Canterbury	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Archbi	Archbi	n1	Archbi	archbi	0
∣	∣	sy	∣	∣	0
shop	shop	n1	shop	shop	0
of	of	pp-f	of	of	0
York	York	np1	York	York	0
,	,	,	,	,	0
President	President	n1	President	precedent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Convocation	Convocation	n1	Convocation	convocation	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Province	Province	n1	Province	province	0
of	of	pp-f	of	of	0
York	York	np1	York	York	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
the	the	av	the	then	0
said	said	vvd	said	say	0
Bi	Bi	p-acp	By	by	0
∣	∣	sy	∣	∣	0
shops	shops	n2	shops	shop	0
,	,	,	,	,	0
Deans	Deans	np1	Deans	Deans	0
,	,	,	,	,	0
Archdeacons	Archdeacons	ng1	Archdeacons	archdeacon	0
,	,	,	,	,	0
Chapters	Chapters	n2	Chapters	chapter	0
and	and	cc	and	and	0
Col	Col	fw-fr	Col	col	0
∣	∣	sy	∣	∣	0
ledges	ledges	n2	ledges	ledge	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Clergy	Clergy	n1	Clergy	clergy	0
,	,	,	,	,	0
having	having	vhg	having	have	0
met	met	vvn	met	meet	0
to	to	pc-acp	to	to	0
∣	∣	sy	∣	∣	0
gether	gether	av	gether	gether	0
respectively	respectively	av-j	respectively	respective	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
time	time	n1	time	time	0
and	and	cc	and	and	0
places	places	n2	places	place	0
before	before	a-acp	before	before	0
mentioned	mentioned	vvd	mentioned	mention	0
respectively	respectively	av-j	respectively	respective	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
ver	ver	fw-la	ver	ver	0
∣	∣	sy	∣	∣	0
tue	tue	uh	tue	tue	0
of	of	pp-f	of	of	0
Our	Our	po12	Our	our	0
said	said	j-vvn	said	say	0
Authority	Authority	n1	Authority	authority	0
granted	granted	vvn	granted	grant	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
treated	treated	vvd	treated	treat	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
concluded	concluded	vvn	concluded	conclude	0
and	and	cc	and	and	0
agreed	agreed	vvn	agreed	agree	0
upon	upon	p-acp	upon	upon	0
certain	certain	j	certain	certain	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
nons	nons	n2-av	nons	non	0
,	,	,	,	,	0
Orders	Orders	n1	Order	order	0
,	,	,	,	,	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
and	and	cc	and	and	0
Constitutions	Constitutions	n2	Constitutions	constitution	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
and	and	cc	and	and	0
purpose	purpose	n1	purpose	purpose	0
by	by	p-acp	by	by	0
Vs	Vs	pno12	Us	we	0
limited	limited	vvn	limited	limit	0
and	and	cc	and	and	0
prescribed	prescribed	vvn	prescribed	prescribe	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
thereupon	thereupon	av	thereupon	thereupon	0
offered	offered	vvn	offered	offer	0
and	and	cc	and	and	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
sented	sented	vvd	scented	scent	0
the	the	dt	the	the	0
same	same	d	same	same	0
unto	unto	p-acp	unto	unto	0
Vs	Vs	pno12	Us	we	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
desiring	desiring	vvg	desiring	desire	0
Vs	Vs	pno12	Us	we	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
Our	Our	po12	Our	our	0
Royal	Royal	j	Royal	royal	0
assent	assent	n1	assent	assent	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
form	form	n1	from	form	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
certain	certain	j	certain	certain	0
Statute	Statute	n1	Statute	statute	0
or	or	cc	or	or	0
Act	Act	n1	Act	act	0
of	of	pp-f	of	of	0
Parliament	Parliament	n1	Parliament	parliament	0
made	made	vvn	made	make	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
behalf	behalf	n1	behalf	behalf	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
five	five	crd	five	five	0
and	and	cc	and	and	0
twentieth	twentieth	ord	twentieth	twenty	0
year	year	n1	year	year	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Reign	Reign	vvi	Reign	reign	0
of	of	pp-f	of	of	0
King	King	n1	King	king	0
Henry	Henry	np1	Henry	Henry	0
the	the	dt	the	the	0
Eighth	Eighth	ord	Eighth	eight	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
Our	Our	po12	Our	our	0
said	said	j-vvn	said	say	0
Prerogative	Prerogative	n1	Prerogative	prerogative	0
Royal	Royal	j	Royal	royal	0
and	and	cc	and	and	0
Supreme	Supreme	j	Supreme	supreme	0
Authority	Authority	n1	Authority	authority	0
in	in	p-acp	in	in	0
causes	causes	n2	causes	cause	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
ratifie	ratifie	vvi	ratify	ratify	0
by	by	p-acp	by	by	0
Our	Our	po12	Our	our	0
Letters	Letters	n2	Letters	letter	0
Patents	Patents	n2	Patents	patent	0
under	under	p-acp	under	under	0
Our	Our	po12	Our	our	0
great	great	j	great	great	0
Seal	Seal	n1	Seal	seal	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
confirm	confirm	vvi	confirm	confirm	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
the	the	dt	the	the	0
Title	Title	n1	Title	title	0
and	and	cc	and	and	0
Tenour	Tenour	n1	Tenor	tenor	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
being	being	vbg	being	be	0
word	word	n1	word	word	0
for	for	p-acp	for	for	0
word	word	n1	word	word	0
as	as	c-acp	as	as	0
ensueth	ensueth	vvz	ensueth	ensue	0
.	.	.	.	.	1
