Honourable	Honourable	j	Honourable	honourable	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
best	best	js	best	best	0
borne	borne	j-vvn	born	bear	0
Ladies	Ladies	n2	Ladies	lady	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
dignifieth	dignifieth	vvz	dignifieth	dignifi	0
her	her	po31	her	her	0
birth	birth	n1	birth	birth	0
by	by	p-acp	by	by	0
her	her	pno31	her	she	0
Christian	Christian	np1	Christian	Christian	0
,	,	,	,	,	0
humble	humble	j	humble	humble	0
,	,	,	,	,	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
life	life	n1	life	life	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
beleeve	beleeve	vvb	believe	believe	0
me	me	pno11	me	i	0
that	that	d	that	that	0
godlinesse	godlinesse	n1	godliness	godliness	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
true	true	j	true	true	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
than	than	cs	than	than	0
your	your	po22	your	your	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
although	although	cs	although	although	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
never	never	av-x	never	never	0
so	so	av	so	so	0
well	well	av	well	well	0
descended	descended	vvn	descended	descend	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
esteemed	esteemed	vvn	esteemed	esteem	0
,	,	,	,	,	0
than	than	cs	than	than	0
the	the	dt	the	the	0
place	place	n1	place	place	0
which	which	r-crq	which	which	0
yee	yee	pn22	ye	you	0
have	have	vhb	have	have	0
about	about	p-acp	about	about	0
our	our	po12	our	our	0
Gracious	Gracious	j	Gracious	gracious	0
King	King	n1	King	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
all	all	d	all	all	0
morall	morall	j	moral	moral	0
vertues	vertues	n2	virtues	virtue	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
splendida	splendida	fw-la	splendida	splendida	0
peccata	peccata	n1	peccata	peccata	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
piety	piety	n1	piety	piety	0
;	;	;	;	;	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
and	and	cc	and	and	0
worldly	worldly	j	worldly	worldly	0
credite	credite	n1	credit	credit	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
trifles	trifles	n2	trifles	trifle	0
compared	compared	vvn	compared	compare	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
,	,	,	,	,	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
keepe	keepe	vvi	keep	keep	0
a	a	dt	a	a	0
man	man	n1	man	man	0
alive	alive	j	alive	alive	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
doe	doe	n1	doe	doe	0
him	him	pno31	him	he	0
any	any	d	any	any	0
good	good	j	good	good	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
,	,	,	,	,	0
Eccles.	Eccles.	np1	Eccles.	Eccles.	1
12.3	12.3	crd	12.3	12.3	0
.	.	.	.	.	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
man	man	n1	man	man	0
,	,	,	,	,	0
this	this	d	this	this	0
makes	makes	vvz	makes	make	0
up	up	a-acp	up	up	0
a	a	dt	a	a	0
complete	complete	j	complete	complete	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
shadow	shadow	n1	shadow	shadow	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
man	man	n1	man	man	0
that	that	cst	that	that	0
wants	wants	vvz	wants	want	0
this	this	d	this	this	0
:	:	:	:	:	0
Psal.	Psal.	np1	Psal.	Psal.	1
34.7	34.7	crd	34.7	34.7	0
.	.	.	.	.	1
The	The	dt	The	the	0
Angels	Angels	n2	Angels	angel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
pitch	pitch	vvb	pitch	pitch	0
round	round	av-j	round	round	0
about	about	p-acp	about	about	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
feare	feare	vvb	fear	fear	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
liver	liver	n1	liver	liver	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
any	any	d	any	any	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Court	Court	n1	Court	court	0
gotten	gotten	vvn	got	get	0
more	more	av-dc	more	more	0
remarkeable	remarkeable	j	remarkable	remarkable	0
deliverances	deliverances	n2	deliverances	deliverance	0
than	than	cs	than	than	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
ye	ye	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
let	let	vvi	let	let	0
these	these	d	these	these	0
bene	bene	fw-la	bene	bene	0
∣	∣	sy	∣	∣	0
fits	fits	vvz	fits	fit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
slip	slip	vvb	slip	slip	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
reade	reade	vvb	read	read	0
often	often	av	often	often	0
the	the	dt	the	the	0
sixty	sixty	crd	sixty	sixty	0
two	two	crd	two	two	0
Psalme	Psalme	n1	Psalm	psalm	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
12.20	12.20	crd	12.20	12.20	0
.	.	.	.	.	0
and	and	cc	and	and	0
meditate	meditate	vvi	meditate	meditate	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
.	.	.	.	.	1
The	The	dt	The	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
that	that	cst	that	that	0
brought	brought	vvd	brought	bring	0
againe	againe	av	again	again	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
that	that	cst	that	that	0
great	great	j	great	great	0
Shepheard	Shepheard	n1	Shepherd	shepherd	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sheepe	sheepe	n1	sheep	sheep	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
blood	blood	n1	blood	blood	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
everlasting	everlasting	j	everlasting	everlasting	0
covenant	covenant	n1	covenant	covenant	0
,	,	,	,	,	0
make	make	vvb	make	make	0
you	you	pn22	you	you	0
perfect	perfect	j	perfect	perfect	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
good	good	j	good	good	0
worke	worke	n1	work	work	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
his	his	po31	his	his	0
will	will	n1	will	will	0
,	,	,	,	,	0
working	working	vvg	working	work	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
pleasing	pleasing	vvg	pleasing	please	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
sight	sight	n1	sighed	sight	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
be	be	vbb	be	be	0
glory	glory	n1	glory	glory	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
and	and	cc	and	and	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
these	these	d	these	these	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
serve	serve	vvb	serve	serve	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
Christian	Christian	njp	Christian	christian	0
use	use	n1	use	use	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sa	sa	fw-fr	sa	sa	0
∣	∣	sy	∣	∣	0
tisfied	tisfied	j-vvn-u	tisfied	tisfy	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
doe	doe	vdi	do	do	0
so	so	av	so	so	0
,	,	,	,	,	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
pray	pray	vvb	pray	pray	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
still	still	av	still	still	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
prosperity	prosperity	n1	prosperity	prosperity	0
,	,	,	,	,	1
