BEING	BEING	vbg	BEING	be	0
depart	depart	vvb	depart	depart	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
mouth	mouth	n1	mouth	mouth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
meditate	meditate	vvi	meditate	meditate	0
therein	therein	av	therein	therein	0
day	day	n1	day	day	0
and	and	cc	and	and	0
night	night	n1	night	night	0
,	,	,	,	,	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
mayest	mayest	vm2	mayest	may	0
ob	ob	fw-la	ob	ob	0
∣	∣	sy	∣	∣	0
serue	serue	vvi	serve	serve	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
wrytten	wrytten	vvn	written	write	0
therin	therin	av	therein	therein	0
,	,	,	,	,	0
then	then	av	then	then	0
shalt	shalt	vm2	shalt	shall	0
thou	thou	pns21	thou	thou	0
make	make	vvi	make	make	0
thy	thy	po21	thy	thy	0
way	way	n1	way	way	0
prosperous	prosperous	j	prosperous	prosperous	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
shalt	shalt	vm2	shalt	shall	0
thou	thou	pns21	thou	thou	0
haue	haue	vhi	have	have	0
good	good	j	good	good	0
successe	successe	n1	success	success	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
knew	knew	vvd	knew	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
sith	sith	c-acp	sith	sith	0
IOSHVA	IOSHVA	np1	IOSHVA	IOSHVA	0
stood	stood	vvd	stood	stand	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
perill	perill	n1	peril	peril	0
of	of	pp-f	of	of	0
temptation	temptation	n1	temptation	temptation	0
euery	euery	d	every	every	0
way	way	n1	way	way	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
waightynesse	waightynesse	n1	waightynesse	waightynesse	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
calling	calling	n-vvg	calling	call	0
and	and	cc	and	and	0
dignity	dignity	n1	dignity	dignity	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
also	also	av	also	also	0
he	he	pns31	he	he	0
sheweth	sheweth	vvz	shows	show	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
greatest	greatest	js	greatest	great	0
neede	neede	n1	need	need	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
to	to	pc-acp	to	to	0
vnderstay	vnderstay	vvb	vnderstay	vnderstay	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Lordes	Lordes	n2	Lords	lord	0
priuy	priuy	j	privy	privy	0
Councell	Councell	n1	Council	council	0
,	,	,	,	,	0
reuealed	reuealed	vvn	revealed	reveal	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
worde	worde	n1	word	word	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
his	his	po31	his	his	0
actions	actions	n2	actions	action	0
.	.	.	.	.	1
So	So	av	So	so	0
DAVID	DAVID	np1	DAVID	David	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
his	his	po31	his	his	0
Councellers	Councellers	n2	Councillors	councillor	0
,	,	,	,	,	0
Psa.	Psa.	np1	Psa.	Psa.	1
119.24	119.24	crd	119.24	119.24	0
.	.	.	.	.	0
without	without	p-acp	without	without	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
woulde	woulde	vmd	would	will	0
doe	doe	vdi	do	do	0
nothing	nothing	pix	nothing	nothing	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
he	he	pns31	he	he	0
knew	knew	vvd	knew	know	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
behoueth	behoueth	vvz	behooves	behoove	0
such	such	d	such	such	0
to	to	p-acp	to	to	0
im	im	pno31	im	he	0
∣	∣	sy	∣	∣	0
ploy	ploy	vvi	ploy	ploy	0
their	their	po32	their	their	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
estimation	estimation	n1	estimation	estimation	0
,	,	,	,	,	0
riches	riches	n2	riches	riches	0
,	,	,	,	,	0
and	and	cc	and	and	0
cre	cre	c-acp	credit	ere	0
∣	∣	sy	∣	∣	0
dite	dite	uh	dite	dite	0
as	as	p-acp	as	as	0
handmaydes	handmaydes	n2	handmaids	handmaid	0
to	to	p-acp	to	to	0
further	further	jc	further	further	0
Gods	Gods	npg1	Gods	God	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
And	And	cc	And	and	0
then	then	av	then	then	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
expect	expect	vvi	expect	expect	0
greate	greate	j	great	great	0
blessinges	blessinges	n2	blessings	blessing	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
immortall	immortall	j	immortal	immortal	0
prayse	prayse	n1	praise	praise	0
and	and	cc	and	and	0
euerlasting	euerlasting	j	everlasting	everlasting	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
with	with	p-acp	with	with	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
.	.	.	.	.	1
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
therefore	therefore	av	therefore	therefore	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
honourable	honourable	j	honourable	honourable	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
these	these	d	these	these	0
blessinges	blessinges	n2	blessings	blessing	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
accom	accom	vvn	accom	accom	0
∣	∣	sy	∣	∣	0
plished	plished	vvn	plished	plish	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
as	as	a-acp	as	as	0
also	also	av	also	also	0
vpon	vpon	p-acp	upon	upon	0
your	your	po22	your	your	0
posterity	posterity	n1	posterity	posterity	0
,	,	,	,	,	0
sith	sith	c-acp	sith	sith	0
you	you	pn22	you	you	0
loue	loue	vvb	love	love	0
and	and	cc	and	and	0
imbrace	imbrace	vvi	embrace	embrace	0
the	the	dt	the	the	0
religion	religion	n1	religion	religion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
true	true	j	true	true	0
God	God	np1	God	God	0
and	and	cc	and	and	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
worde	worde	n1	word	word	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
see	see	vvi	see	see	0
you	you	pn22	you	you	0
want	want	vvb	want	want	0
that	that	d	that	that	0
honour	honour	n1	honour	honour	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
promised	promised	vvn	promised	promise	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
Saintes	Saintes	n2	Saints	saint	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
here	here	av	here	here	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
this	this	d	this	this	0
poore	poore	j	poor	poor	0
Tallent	Tallent	n1	Talent	talent	0
of	of	pp-f	of	of	0
myne	myne	po11	mine	my	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
at	at	p-acp	at	at	0
my	my	po11	my	my	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
one	one	pi	one	one	0
that	that	cst	that	that	0
wisheth	wisheth	vvz	wishes	wish	0
all	all	d	all	all	0
happy	happy	j	happy	happy	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
yours	yours	png22	yours	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
,	,	,	,	,	0
humbly	humbly	av-j	humbly	humble	0
cra	cra	fw-la	cra	cra	0
∣	∣	sy	∣	∣	0
uing	uing	zz	uing	uing	0
that	that	zz	that	that	0
your	your	po22	your	your	0
fauourable	fauourable	j	favourable	favourable	0
wisedome	wisedome	n1	wisdom	wisdom	0
would	would	vmd	would	will	0
supply	supply	vvi	supply	supply	0
the	the	dt	the	the	0
wants	wants	n2	wants	want	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
this	this	d	this	this	0
so	so	av	so	so	0
simple	simple	j	simple	simple	0
a	a	dt	a	a	0
gift	gift	n1	gift	gift	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
accepted	accepted	vvn	accepted	accept	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
good	good	j	good	good	0
meaning	meaning	n1	meaning	meaning	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
and	and	cc	and	and	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
then	then	av	then	then	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
vallue	vallue	n1	valve	value	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
Do	Do	vdb	Do	do	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
your	your	po22	your	your	0
honour	honour	n1	honour	honour	0
to	to	pc-acp	to	to	0
vnderstande	vnderstande	vvi	understand	understand	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
expect	expect	vvi	expect	expect	0
any	any	d	any	any	0
flourishing	flourishing	j-vvg	flourishing	flourish	0
speeches	speeches	n2	speeches	speech	0
garnished	garnished	vvn	garnished	garnish	0
with	with	p-acp	with	with	0
Rhe	Rhe	dt	Rhe	the	0
∣	∣	sy	∣	∣	0
toricall	toricall	j	toricall	toricall	0
flowers	flowers	n2	flowers	flower	0
and	and	cc	and	and	0
figures	figures	n2	figures	figure	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
cunning	cunning	j-jn	cunning	cunning	0
sleightes	sleightes	n2	sleights	sleight	0
of	of	pp-f	of	of	0
mans	mans	ng1	men	man	0
wisedome	wisedome	n1	wisdom	wisdom	0
,	,	,	,	,	0
or	or	cc	or	or	0
paynted	paynted	j-vvn	painted	paint	0
eloquence	eloquence	n1	eloquence	eloquence	0
with	with	p-acp	with	with	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
fected	fected	n-vvn	fected	fect	0
wordes	wordes	n2	words	word	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
hauing	hauing	vhg	having	have	0
an	an	dt	and	a	0
eye	eye	n1	eye	eye	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
maner	maner	n1	manner	manner	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
expect	expect	vvi	expect	expect	0
a	a	dt	a	a	0
simple	simple	j	simple	simple	0
and	and	cc	and	and	0
plaine	plaine	j	plain	plain	0
hand	hand	n1	hand	hand	0
∣	∣	sy	∣	∣	0
ling	ling	n1	ling	ling	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
intreated	intreated	vvn	entreated	entreat	0
off	off	a-acp	off	off	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
my	my	po11	my	my	0
desire	desire	n1	desire	desire	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
seen	seen	vvn	seen	see	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
heighth	heighth	n1	height	height	0
,	,	,	,	,	0
and	and	cc	and	and	0
intricate	intricate	j	intricate	intricate	0
questions	questions	n2	questions	question	0
of	of	pp-f	of	of	0
mans	mans	ng1	men	man	0
wisedome	wisedome	n1	wisdom	wisdom	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
basenesse	basenesse	n1	baseness	baseness	0
and	and	cc	and	and	0
simply	simply	av-j	simply	simple	0
∣	∣	sy	∣	∣	0
city	city	n1	city	city	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
appeare	appeare	vvi	appear	appear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
power	power	n1	power	power	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
honourable	honourable	j	honourable	honourable	0
)	)	)	)	)	0
surceasing	surceasing	vvg	surceasing	surcease	0
from	from	p-acp	from	from	0
adding	adding	vvg	adding	add	0
any	any	d	any	any	0
further	further	jc	further	further	0
wordes	wordes	n2	words	word	0
of	of	pp-f	of	of	0
discourse	discourse	n1	discourse	discourse	0
,	,	,	,	,	0
and	and	cc	and	and	0
remay	remay	vvi	remay	remay	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
vndergoe	vndergoe	vvi	undergo	undergo	0
all	all	d	all	all	0
lawfull	lawfull	j	lawful	lawful	0
duetyes	duetyes	n2	duties	duty	0
towardes	towardes	p-acp	towards	towards	0
your	your	po22	your	your	0
honour	honour	n1	honour	honour	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
any	any	d	any	any	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
wayes	wayes	n2	ways	way	0
shall	shall	vmb	shall	shall	0
inable	inable	j	inable	inable	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
)	)	)	)	)	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
commit	commit	vvb	commit	commit	0
your	your	po22	your	your	0
honou	honou	j	honou	honou	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
Lordship	Lordship	n1	Lordship	lordship	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
honourable	honourable	j	honourable	honourable	0
that	that	cst	that	that	0
ver	ver	p-acp	for	for	0
∣	∣	sy	∣	∣	0
tuous	tuous	j	tuous	tuous	0
Lady	Lady	n1	Lady	lady	0
the	the	dt	the	the	0
Countesse	Countesse	n1	Countess	countess	0
your	your	po22	your	your	0
wyfe	wyfe	n1	wife	wife	0
)	)	)	)	)	0
,	,	,	,	,	0
euen	euen	av-j	even	even	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
good	good	j	good	good	0
and	and	cc	and	and	0
mercifull	mercifull	j	merciful	merciful	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
euermore	euermore	av	evermore	evermore	0
preserue	preserue	vvb	preserve	preserve	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
yours	yours	png22	yours	you	0
in	in	p-acp	in	in	0
al	al	d	all	all	0
blessed	blessed	j-vvn	blessed	bless	0
safety	safety	n1	safety	safety	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
body	body	n1	body	body	0
and	and	cc	and	and	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
be	be	vbb	be	be	0
present	present	j	present	present	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
gouerne	gouerne	vvb	govern	govern	0
and	and	cc	and	and	0
guyde	guyde	vvi	guide	guide	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
gratious	gratious	j	gracious	gracious	0
spirite	spirite	n1	spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
heape	heape	vvi	heap	heap	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
all	all	d	all	all	0
heauenly	heauenly	j	heavenly	heavenly	0
blessings	blessings	n2	blessings	blessing	0
,	,	,	,	,	0
and	and	cc	and	and	0
shew	shew	vvi	show	show	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
vp	vp	p-acp	up	up	0
∣	∣	sy	∣	∣	0
pon	pon	av	pon	pon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
holde	holde	vvi	hold	hold	0
out	out	av	out	out	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
constancy	constancy	n1	constancy	constancy	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
truth	truth	n1	truth	truth	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
,	,	,	,	,	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
glorifying	glorifying	vvg	glorifying	glorify	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
lyfe	lyfe	n1	life	life	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
receiued	receiued	vvn	received	receive	0
vnto	vnto	p-acp	unto	unto	0
eter	eter	wd	eater	eter	0
∣	∣	sy	∣	∣	0
nal	nal	j	nal	nal	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
felicity	felicity	n1	felicity	felicity	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
lyfe	lyfe	n1	life	life	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
