VNDERSTANDING	VNDERSTANDING	n1	VNDERSTANDING	understanding	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
Sauiour	Sauiour	n1	Saviour	saviour	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
cursed	cursed	vvn	cursed	curse	0
that	that	d	that	that	0
tree	tree	n1	tree	tree	0
,	,	,	,	,	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
their	their	po32	their	their	0
new	new	j	new	new	0
cal	cal	vvb	call	call	0
∣	∣	sy	∣	∣	0
uinisticall	uinisticall	j	uinisticall	uinisticall	0
pretended	pretended	vvn	pretended	pretend	0
reformed	reformed	vvn	reformed	reform	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hee	hee	pns31	he	he	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
vnfruitfull	vnfruitfull	j	unfruitful	unfruitful	0
figtree	figtree	n1	figtree	figtree	0
mencioned	mencioned	vvn	mentioned	mention	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
21.	21.	crd	21.	21.	0
vers	vers	fw-la	vers	vers	0
.	.	.	.	.	1
19.	19.	crd	19.	19	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
caue	caue	n1	cave	cave	0
it	it	pn31	it	it	0
beareth	beareth	vvz	bears	bear	0
only	only	j	only	only	0
leaues	leaues	n2	leaves	leaf	0
of	of	pp-f	of	of	0
bare	bare	j	bore	bare	0
wordes	wordes	n2	words	word	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
fruite	fruite	n1	fruit	fruit	0
,	,	,	,	,	0
worthy	worthy	j	worthy	worthy	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
christian	christian	njp	christian	christian	0
fruit	fruit	n1	fruit	fruit	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
what	what	r-crq	what	what	0
excuse	excuse	n1	excuse	excuse	0
think	think	vvb	think	think	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
and	and	cc	and	and	0
Worships	Worships	n2	Worships	worship	0
,	,	,	,	,	0
is	is	vbz	is	be	0
now	now	av	now	now	0
alleadged	alleadged	vvd	alleged	allege	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
schollers	schollers	n2	scholars	scholar	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Apostatas	Apostatas	fw-la	Apostatas	apostatas	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
withhold	withhold	vvi	withhold	withhold	0
them	them	pno32	them	they	0
still	still	av	still	still	0
from	from	p-acp	from	from	0
reconciling	reconciling	n-vvg	reconciling	reconcile	0
them-selues	them-selues	px32	themselves	themselves	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
auncient	auncient	j-jn	ancient	ancient	0
christian	christian	njp	christian	christian	0
religion	religion	n1	religion	religion	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
holy	holy	j	holy	holy	0
christian	christian	njp	christian	christian	0
forefathers	forefathers	n2	forefathers	forefather	0
?	?	?	?	?	1
Of	Of	pp-f	Of	of	0
late	late	j	late	late	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
chiefest	chiefest	js-jn	chiefest	chief	0
Ministers	Ministers	n2	Ministers	minister	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
treating	treating	vvg	treating	treat	0
for	for	p-acp	for	for	0
Pacification	Pacification	n1	Pacification	pacification	0
in	in	p-acp	in	in	0
religion	religion	n1	religion	religion	0
betweene	betweene	p-acp	between	between	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
English	English	jp	English	english	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
examined	examined	vvn	examined	examine	0
,	,	,	,	,	0
allowed	allowed	vvn	allowed	allow	0
,	,	,	,	,	0
&	&	cc	&	and	0
published	published	vvn	published	publish	0
openly	openly	av-j	openly	open	0
in	in	p-acp	in	in	0
print	print	n1	print	print	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
citty	citty	n1	city	city	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
with	with	p-acp	with	with	0
priuiledge	priuiledge	n1	privilege	privilege	0
,	,	,	,	,	0
M.	M.	n1	M.	m.	0
Edmund	Edmund	np1	Edmund	Edmund	0
Buny	Buny	np1	Buny	Buny	0
Mi	Mi	fw-mi	Mi	mi	0
∣	∣	sy	∣	∣	0
nister	nister	vvi	nister	nister	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Treatise	Treatise	n1	Treatise	treatise	0
of	of	pp-f	of	of	0
Pacifica	Pacifica	np1	Pacifica	Pacifica	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
was	was	vbds	was	be	0
neuer	neuer	av-x	never	never	0
any	any	d	any	any	0
church	church	n1	church	church	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
Lu	Lu	np1	Lu	Lu.	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
Apo	Apo	p-acp	Upon	upon	0
∣	∣	sy	∣	∣	0
stacie	stacie	n1	stacie	stacie	0
,	,	,	,	,	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
like	like	j	like	like	0
variable	variable	j	variable	variable	0
formes	formes	n2	forms	form	0
of	of	pp-f	of	of	0
gouernment	gouernment	n1	government	government	0
&	&	cc	&	and	0
like	like	av-j	like	like	0
do	do	vdb	do	do	0
∣	∣	sy	∣	∣	0
ctrines	ctrines	n2	ctrines	ctrine	0
,	,	,	,	,	0
and	and	cc	and	and	0
like	like	j	like	like	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
mini	mini	fw-la	mini	mini	0
∣	∣	sy	∣	∣	0
stration	stration	n1	stration	stration	0
of	of	pp-f	of	of	0
Sacramēts	Sacramēts	n2	Sacraments	sacrament	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
cal	cal	vvi	call	call	0
∣	∣	sy	∣	∣	0
uinists	uinists	n2	uinists	uinist	0
new	new	av-j	new	new	0
Scismaticall	Scismaticall	j	Scismaticall	scismaticall	0
church	church	n1	church	church	0
hath	hath	vhz	hath	have	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
daie	daie	n1	day	day	0
.	.	.	.	.	1
If	If	cs	If	if	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
finde	finde	vvi	find	find	0
out	out	av	out	out	0
a	a	dt	a	a	0
like	like	j	like	like	0
Church	Church	n1	Church	church	0
to	to	p-acp	to	to	0
theirs	theirs	png32	theirs	they	0
herein	herein	av	herein	herein	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
former	former	j	former	former	0
age	age	n1	age	age	0
,	,	,	,	,	0
I	I	pns11	I	i	0
offer	offer	vvb	offer	offer	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
then	then	av	then	then	0
a	a	dt	a	a	0
Caluinist	Caluinist	np1	Caluinist	Caluinist	0
.	.	.	.	.	0
and	and	cc	and	and	0
dedicated	dedicated	vvn	dedicated	dedicate	0
vnto	vnto	p-acp	unto	unto	0
their	their	po32	their	their	0
Archbi	Archbi	n1	Archbi	archbi	0
∣	∣	sy	∣	∣	0
shop	shop	n1	shop	shop	0
of	of	pp-f	of	of	0
Yorke	Yorke	np1	Yorke	York	0
,	,	,	,	,	0
blameth	blameth	vvz	blameth	blame	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
own	own	d	own	own	0
fellowes	fellowes	n2	fellows	fellow	0
of	of	pp-f	of	of	0
indiscreete	indiscreete	j	indiscreet	indiscreet	0
zeale	zeale	n1	zeal	zeal	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
vrging	vrging	vvg	urging	urge	0
their	their	po32	their	their	0
separation	separation	n1	separation	separation	0
and	and	cc	and	and	0
departure	departure	n1	departure	departure	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
catholicke	catholicke	jp	catholic	catholic	0
church	church	n1	church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
nying	nying	zz	nying	nying	0
vs	vs	pno12	us	we	0
and	and	cc	and	and	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
true	true	j	true	true	0
Catholicke	Catholicke	jp	Catholic	catholic	0
and	and	cc	and	and	0
Apostolicke	Apostolicke	jp	Apostolic	apostolic	0
church	church	n1	church	church	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
that	that	d	that	that	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
hee	hee	pns31	he	he	0
)	)	)	)	)	0
other	other	j-jn	other	other	0
∣	∣	sy	∣	∣	0
wise	wise	j	wise	wise	0
we	we	pns12	we	we	0
make	make	vvb	make	make	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
answerable	answerable	j	answerable	answerable	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
finde	finde	vvi	find	find	0
out	out	av	out	out	0
a	a	dt	a	a	0
seuerall	seuerall	j	several	several	0
and	and	cc	and	and	0
distinct	distinct	j	distinct	distinct	0
church	church	n1	church	church	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
which	which	r-crq	which	which	0
wee	wee	pns12	we	we	0
discend	discend	vvi	descend	descend	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
continued	continued	vvn	continued	continue	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
age	age	n1	age	age	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
present	present	n1	present	present	0
:	:	:	:	:	0
els	els	av	else	else	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
)	)	)	)	)	0
that	that	cst	that	that	0
needes	needes	av	needs	needs	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
church	church	n1	church	church	0
is	is	vbz	is	be	0
sprung	sprung	vvn	sprung	spring	0
vp	vp	a-acp	up	up	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
since	since	c-acp	since	since	0
theyrs	theyrs	png32	theirs	they	0
.	.	.	.	.	1
I	I	pns11	I	i	0
protest	protest	vvb	protest	protest	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
verie	verie	av	very	very	0
hartily	hartily	av-j	heartily	hearty	0
glad	glad	j	glad	glad	0
to	to	pc-acp	to	to	0
vnderstand	vnderstand	vvi	understand	understand	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
printed	printed	j-vvn	printed	print	0
English	English	np1	English	English	0
Treatise	Treatise	n1	Treatise	treatise	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Pacification	Pacification	n1	Pacification	pacification	0
in	in	p-acp	in	in	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
new	new	j	new	new	0
caluinisticall	caluinisticall	j	calvinistical	calvinistical	0
Archbishops	Archbishops	ng1	Archbishop's	archbishop	0
,	,	,	,	,	0
and	and	cc	and	and	0
Bishops	Bishops	n2	Bishops	bishop	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
doe	doe	vdb	do	do	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
length	length	n1	length	length	0
so	so	av	so	so	0
solemnely	solemnely	av-j	solemnly	solemn	0
recant	recant	vvi	recant	recant	0
,	,	,	,	,	0
and	and	cc	and	and	0
vt	vt	fw-la	vt	ut	0
∣	∣	sy	∣	∣	0
terly	terly	av-j	terly	ter	0
mislike	mislike	vvb	mislike	mislike	0
the	the	dt	the	the	0
Apologie	Apologie	n1	Apology	apology	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
new	new	j	new	new	0
church	church	n1	church	church	0
of	of	pp-f	of	of	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
,	,	,	,	,	0
published	published	vvn	published	publish	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
print	print	n1	print	print	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
Latine	Latine	jp	Latin	latin	0
and	and	cc	and	and	0
English	English	jp	English	english	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
beginning	beginning	n1	beginning	beginning	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Maiesties	Maiesties	ng1	Majesties	majesty	0
raigne	raigne	n1	reign	reign	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
like	like	j	like	like	0
aduise	aduise	n1	advise	advice	0
and	and	cc	and	and	0
allowance	allowance	n1	allowance	allowance	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
their	their	po32	their	their	0
new	new	j	new	new	0
Archbishops	Archbishops	ng1	Archbishop's	archbishop	0
and	and	cc	and	and	0
Bishops	Bishops	n2	Bishops	bishop	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
Apologie	Apologie	n1	Apology	apology	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
new	new	j	new	new	0
English	English	jp	English	english	0
church	church	n1	church	church	0
,	,	,	,	,	0
vpon	vpon	p-acp	upon	upon	0
indiscreete	indiscreete	j	indiscreet	indiscreet	0
zeale	zeale	n1	zeal	zeal	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
now	now	av	now	now	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
plainely	plainely	av-j	plainly	plain	0
confessed	confessed	vvn	confessed	confess	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
print	print	n1	print	print	0
,	,	,	,	,	0
&	&	cc	&	and	0
vpon	vpon	p-acp	upon	upon	0
a	a	dt	a	a	0
dispitefull	dispitefull	j	despiteful	despiteful	0
rancour	rancour	n1	rancour	rancour	0
,	,	,	,	,	0
and	and	cc	and	and	0
enuie	enuie	vvi	envy	envy	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Catholicke	Catholicke	jp	Catholic	catholic	0
Bishoppes	Bishoppes	n2	Bishops	bishop	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
condemning	condemning	vvg	condemning	condemn	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
authors	authors	n2	authors	author	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
newe	newe	j	new	new	0
Sects	Sects	n2	Sects	sect	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
Schismaticks	Schismaticks	n1	Schismatics	schismatics	0
and	and	cc	and	and	0
Hereticks	Hereticks	n2	Heretics	heretic	0
,	,	,	,	,	0
and	and	cc	and	and	0
burning	burning	j-vvg	burning	burn	0
diuers	diuers	j	diverse	diverse	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
they	they	pns32	they	they	0
then	then	av	then	then	0
vrged	vrged	vvd	urged	urge	0
,	,	,	,	,	0
and	and	cc	and	and	0
protested	protested	vvd	protested	protest	0
very	very	av	very	very	0
vnaduisedly	vnaduisedly	av-j	unadvisedly	unadvised	0
,	,	,	,	,	0
and	and	cc	and	and	0
passionately	passionately	av-j	passionately	passionate	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
defende	defende	vvi	defend	defend	0
their	their	po32	their	their	0
separation	separation	n1	separation	separation	0
and	and	cc	and	and	0
departure	departure	n1	departure	departure	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
Catholicke	Catholicke	jp	Catholic	catholic	0
and	and	cc	and	and	0
Apostolike	Apostolike	jp	Apostolic	apostolic	0
church	church	n1	church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
church	church	n1	church	church	0
of	of	pp-f	of	of	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
being	being	vbg	being	be	0
now	now	av	now	now	0
(	(	(	(	(	0
God	God	np1	God	God	0
bee	bee	vbb	be	be	0
thanked	thanked	vvn	thanked	thank	0
)	)	)	)	)	0
so	so	av	so	so	0
plainelie	plainelie	av-j	plainly	plain	0
granted	granted	vvn	granted	grant	0
&	&	cc	&	and	0
confessed	confessed	vvn	confessed	confess	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
English	English	jp	English	english	0
booke	booke	n1	book	book	0
allowed	allowed	vvn	allowed	allow	0
and	and	cc	and	and	0
published	published	vvn	published	publish	0
in	in	p-acp	in	in	0
print	print	n1	print	print	0
with	with	p-acp	with	with	0
Priuiledge	Priuiledge	n1	Privilege	privilege	0
,	,	,	,	,	0
&	&	cc	&	and	0
sold	sold	vvd	sold	sell	0
openly	openly	av-j	openly	open	0
and	and	cc	and	and	0
freely	freely	av-j	freely	free	0
,	,	,	,	,	0
now	now	av	now	now	0
more	more	dc	more	more	0
than	than	cs	than	than	0
a	a	dt	a	a	0
whole	whole	j-jn	whole	whole	0
yeare	yeare	n1	year	year	0
together	together	av	together	together	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
all	all	d	all	all	0
our	our	po12	our	our	0
whole	whole	j-jn	whole	whole	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
ouerture	ouerture	n1	overture	overture	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Pacification	Pacification	n1	Pacification	pacification	0
,	,	,	,	,	0
&	&	cc	&	and	0
Reconciliation	Reconciliation	n1	Reconciliation	reconciliation	0
in	in	p-acp	in	in	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
betweene	betweene	p-acp	between	between	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
church	church	n1	church	church	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
true	true	j	true	true	0
Catholicke	Catholicke	jp	Catholic	catholic	0
and	and	cc	and	and	0
Apostolike	Apostolike	jp	Apostolic	apostolic	0
church	church	n1	church	church	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
sithence	sithence	p-acp	since	sithence	0
all	all	d	all	all	0
the	the	dt	the	the	0
caluinists	caluinists	n2	calvinists	calvinist	0
will	will	vmb	will	will	0
needes	needes	av	needs	needs	0
be	be	vbi	be	be	0
accounted	accounted	vvn	accounted	account	0
now	now	av	now	now	0
faithfull	faithfull	j	faithful	faithful	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
true	true	j	true	true	0
Catholicke	Catholicke	jp	Catholic	catholic	0
&	&	cc	&	and	0
Apo	Apo	p-acp	Upon	upon	0
∣	∣	sy	∣	∣	0
stolicke	stolicke	n1	stolicke	stolicke	0
church	church	n1	church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
perswade	perswade	vvb	persuade	persuade	0
vs	vs	pno12	us	we	0
whether	whether	cs	whither	whether	0
we	we	pns12	we	we	0
will	will	vmb	will	will	0
or	or	cc	or	or	0
no	no	uh-dx	no	no	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
neyther	neyther	av-dx	neither	neither	0
departed	departed	vvn	departed	depart	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
separated	separated	vvn	separated	separate	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
deuided	deuided	vvd	divided	divide	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
true	true	j	true	true	0
Apostolicke	Apostolicke	jp	Apostolic	apostolic	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
notwithstanding	notwithstanding	c-acp	notwithstanding	notwithstanding	0
their	their	po32	their	their	0
proclaymed	proclaymed	vvn	proclaimed	proclaim	0
manifest	manifest	vvi	manifest	manifest	0
Schisme	Schisme	n1	Schism	schism	0
,	,	,	,	,	0
and	and	cc	and	and	0
disobedience	disobedience	n1	disobedience	disobedience	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
sundry	sundry	j	sundry	sundry	0
damnable	damnable	j	damnable	damnable	0
Sectes	Sectes	n2	Sects	sect	0
and	and	cc	and	and	0
Heresies	Heresies	n2	Heresies	heresy	0
,	,	,	,	,	0
and	and	cc	and	and	0
apparant	apparant	j	apparent	apparent	0
Schismaticall	Schismaticall	j	Schismatical	schismatical	0
departure	departure	n1	departure	departure	0
,	,	,	,	,	0
se	se	fw-la	se	se	0
∣	∣	sy	∣	∣	0
paration	paration	n1	paration	paration	0
,	,	,	,	,	0
and	and	cc	and	and	0
diuision	diuision	n1	division	division	0
from	from	p-acp	from	from	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
new	new	j	new	new	0
varia	varia	fw-la	varia	varia	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
gouernment	gouernment	n1	government	government	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
churches	churches	n2	churches	church	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
coun	coun	vvb	con	con	0
∣	∣	sy	∣	∣	0
try	try	n1	try	try	0
and	and	cc	and	and	0
state	state	n1	state	state	0
,	,	,	,	,	0
and	and	cc	and	and	0
new	new	j	new	new	0
schismaticall	schismaticall	j	schismatical	schismatical	0
deuised	deuised	j-vvn	devised	devise	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
ministration	ministration	n1	ministration	ministration	0
of	of	pp-f	of	of	0
Sacraments	Sacraments	n2	Sacraments	sacrament	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
open	open	j	open	open	0
despitefull	despitefull	j	despiteful	despiteful	0
rayling	rayling	n-vvg	railing	rail	0
these	these	d	these	these	0
many	many	d	many	many	0
yeares	yeares	n2	years	year	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
theyr	theyr	po32	their	their	0
pulpits	pulpits	n2	pulpits	pulpit	0
and	and	cc	and	and	0
bookes	bookes	n2	books	book	0
,	,	,	,	,	0
The	The	dt	The	the	0
Calui	Calui	fw-la	Calui	calui	0
∣	∣	sy	∣	∣	0
ists	ists	fw-ge	ists	ists	0
chiefe	chiefe	j-jn	chief	chief	0
xcuse	xcuse	vvi	xcuse	xcuse	0
,	,	,	,	,	0
and	and	cc	and	and	0
mpediment	mpediment	n1	mpediment	mpediment	0
why	why	c-crq	why	why	0
they	they	pns32	they	they	0
efuse	efuse	vvb	efuse	efuse	0
a	a	dt	a	a	0
pa	pa	n1	pa	pa	0
∣	∣	sy	∣	∣	0
ification	ification	n1	ification	ification	0
,	,	,	,	,	0
&	&	cc	&	and	0
reconci	reconci	fw-la	reconci	reconci	0
∣	∣	sy	∣	∣	0
iatiō	iatiō	n1	iation	iation	0
with	with	p-acp	with	with	0
Christes	Christes	npg1	Christes	Christ	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
holicke	holicke	j	holicke	holicke	0
and	and	cc	and	and	0
Apo	Apo	p-acp	Upon	upon	0
∣	∣	sy	∣	∣	0
stolicke	stolicke	n1	stolicke	stolicke	0
hvrch	hvrch	n1	hvrch	hvrch	0
.	.	.	.	.	1
Ioel.	Ioel.	np1	Ioel.	Ioel.	0
2.	2.	crd	2.	2.	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
12.	12.	crd	12.	12.	1
Mar.	Mar.	np1	Mar.	Mar.	0
2.20	2.20	crd	2.20	2.20	0
Marke	Marke	n1	Mark	mark	0
.	.	.	.	.	1
13.33	13.33	crd	13.33	13.33	0
.	.	.	.	.	0
against	against	p-acp	against	against	0
our	our	po12	our	our	0
church	church	n1	church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
cruell	cruell	j	cruel	cruel	0
persecuting	persecuting	vvg	persecuting	persecute	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Pastours	Pastours	ng1	Pastors	pastors	0
,	,	,	,	,	0
Bishoppes	Bishoppes	n2	Bishops	bishop	0
,	,	,	,	,	0
Archbi	Archbi	fw-la	Archbi	archbi	0
∣	∣	sy	∣	∣	0
shoppes	shoppes	n2	shops	shop	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
gouernours	gouernours	n2	governors	governor	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
professe	professe	vvb	profess	profess	0
the	the	dt	the	the	0
doctrines	doctrines	n2	doctrines	doctrine	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Catho	Catho	np1	Catho	Catho	0
∣	∣	sy	∣	∣	0
licke	licke	vvi	lick	lick	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
calling	calling	vvg	calling	call	0
them	them	pno32	them	they	0
all	all	d	all	all	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
church	church	n1	church	church	0
of	of	pp-f	of	of	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Satan	Satan	np1	Satan	Satan	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
experi	experi	fw-la	experi	experi	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
is	is	vbz	is	be	0
notorious	notorious	j	notorious	notorious	0
vnto	vnto	p-acp	unto	unto	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
let	let	vvb	let	let	0
vs	vs	pno12	us	we	0
