Endeared	Endeared	vvn	Endeared	endear	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
them	them	pno32	them	they	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
notions	notions	n2	notions	notion	0
of	of	pp-f	of	of	0
gathering	gathering	vvg	gathering	gather	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
stirred	stirred	vvd	stirred	stir	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
parts	parts	n2	parts	part	0
and	and	cc	and	and	0
private	private	j	private	private	0
congregations	congregations	n2	congregations	congregation	0
,	,	,	,	,	0
and	and	cc	and	and	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
churched	churched	vvd	churched	church	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
lies	lies	n2	lies	lie	0
)	)	)	)	)	0
your	your	po22	your	your	0
whole	whole	j-jn	whole	whole	0
bodies	bodies	n2	bodies	body	0
holding	holding	vvg	holding	hold	0
the	the	dt	the	the	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
publick	publick	j	public	public	0
Minister	Minister	n1	Minister	minister	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
neither	neither	dx	neither	neither	0
owned	owned	j-vvn	owned	own	0
nor	nor	ccx	nor	nor	0
discharged	discharged	vvn	discharged	discharge	0
the	the	dt	the	the	0
duties	duties	n2	duties	duty	0
thereof	thereof	av	thereof	thereof	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
instru	instru	n2	instru	instru	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
giving	giving	vvg	giving	give	0
way	way	n1	way	way	0
for	for	p-acp	for	for	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
:	:	:	:	:	0
nay	nay	uh-x	nay	nay	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
have	have	vhb	have	have	0
they	they	pns32	they	they	0
instructed	instructed	vvn	instructed	instruct	0
the	the	dt	the	the	0
poor	poor	j	poor	poor	0
souls	souls	n2	souls	soul	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
duced	duced	wd	duced	duced	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
societies	societies	n2	societies	society	0
:	:	:	:	:	0
great	great	j	great	great	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
ignorance	ignorance	n1	ignorance	ignorance	0
in	in	p-acp	in	in	0
foundation	foundation	n1	foundation	foundation	0
principles	principles	n2	principles	principle	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
,	,	,	,	,	0
and	and	cc	and	and	0
greater	greater	jc	greater	great	0
I	I	pns11	I	i	0
fear	fear	vvb	fear	fear	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
consider	consider	vvb	consider	consider	0
how	how	c-crq	how	how	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
do	do	vdb	do	do	0
I	I	pns11	I	i	0
wonder	wonder	vvb	wonder	wonder	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
this	this	d	this	this	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
how	how	q-crq	how	how	0
shall	shall	vmb	shall	shall	0
they	they	pns32	they	they	0
be	be	vbi	be	be	0
capa	capa	fw-la	capa	capa	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
comforts	comforts	n2	comforts	comfort	0
that	that	cst	that	that	0
flow	flow	vvb	flow	flow	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
enjoyment	enjoyment	n1	enjoyment	enjoyment	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
convinced	convinced	vvn	convinced	convince	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
present	present	j	present	present	0
to	to	p-acp	to	to	0
every	every	d	every	every	0
beleever	beleever	n1	believer	believer	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sacrament	Sacrament	n1	Sacrament	sacrament	0
,	,	,	,	,	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
efficacy	efficacy	n1	efficacy	efficacy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
reall	reall	j	real	real	0
existency	existency	n1	existency	existency	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
corporall	corporall	j	corporal	corporal	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Popish	Popish	j	Popish	popish	0
sense	sense	n1	sense	sense	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
hold	hold	vvi	hold	hold	0
you	you	pn22	you	you	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
threshold	threshold	n1	threshold	threshold	0
;	;	;	;	;	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
preached	preached	vvn	preached	preach	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
,	,	,	,	,	0
and	and	cc	and	and	0
printed	printed	vvn	printed	print	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
,	,	,	,	,	0
I	I	pns11	I	i	0
tender	tender	vvb	tender	tender	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Minister	Minister	n1	Minister	minister	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
nay	nay	uh-x	nay	nay	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
Mi	Mi	fw-mi	Mi	mi	0
∣	∣	sy	∣	∣	0
nister	nister	j	nister	nist	0
set	set	vvn	set	set	0
over	over	p-acp	over	over	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
watching	watching	vvg	watching	watch	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
up	up	a-acp	up	up	0
my	my	po11	my	my	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
count	count	n1	count	count	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
grief	grief	n1	grief	grief	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
such	such	d	such	such	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
,	,	,	,	,	0
this	this	d	this	this	0
small	small	j	small	small	0
Tract	Tract	n1	Tract	tract	0
so	so	av	so	so	0
tendred	tendred	vvd	tendered	tender	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
I	I	pns11	I	i	0
charge	charge	vvb	charge	charge	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
receive	receive	vvb	receive	receive	0
both	both	d	both	both	0
me	me	pno11	me	i	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
ignorant	ignorant	j	ignorant	ignorant	0
that	that	cst	that	that	0
some	some	d	some	some	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
deny	deny	vvi	deny	deny	0
the	the	dt	the	the	0
existency	existency	n1	existency	existency	0
of	of	pp-f	of	of	0
Gospel	Gospel	n1	Gospel	gospel	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
spise	spise	vvb	spise	spise	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
Antichristian	Antichristian	jp	Antichristian	antichristian	0
;	;	;	;	;	0
deter	deter	vvi	deter	deter	0
∣	∣	sy	∣	∣	0
mine	mine	png11	mine	i	0
the	the	dt	the	the	0
cry	cry	n1	cry	cry	0
of	of	pp-f	of	of	0
holinesse	holinesse	n1	holiness	holiness	0
suf	suf	fw-fr	suf	suf	0
∣	∣	sy	∣	∣	0
ficient	ficient	j	ficient	ficient	0
ordination	ordination	n1	ordination	ordination	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Mini	Mini	np1	Mini	Mini	0
∣	∣	sy	∣	∣	0
stry	stry	n1	stry	stry	0
to	to	p-acp	to	to	0
lie	lie	n1	lie	lie	0
so	so	av	so	so	0
common	common	j	common	common	0
,	,	,	,	,	0
that	that	cst	that	that	0
any	any	d	any	any	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
(	(	(	(	(	0
though	though	cs	though	though	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
none	none	pix	none	none	0
must	must	vmb	must	must	0
)	)	)	)	)	0
be	be	vbi	be	be	0
manifest	manifest	j	manifest	manifest	0
;	;	;	;	;	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
from	from	p-acp	from	from	0
subjecting	subjecting	vvg	subjecting	subject	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
set	set	vvd	set	set	0
themselves	themselves	px32	themselves	themselves	0
over	over	p-acp	over	over	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
bold	bold	j	bold	bold	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
Catechizing	Catechizing	vvg	Catechizing	catechize	0
the	the	dt	the	the	0
Catechizers	Catechizers	n2	Catechizers	catechizer	0
,	,	,	,	,	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
disclaim	disclaim	vvi	disclaim	disclaim	0
and	and	cc	and	and	0
deny	deny	vvi	deny	deny	0
any	any	d	any	any	0
subjection	subjection	n1	subjection	subjection	0
or	or	cc	or	or	0
relati	relati	fw-la	relati	relati	0
∣	∣	sy	∣	∣	0
on	on	zz	on	on	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
dispute	dispute	vvi	dispute	dispute	0
my	my	po11	my	my	0
au	au	fw-fr	au	au	0
∣	∣	sy	∣	∣	0
thority	thority	n1	thority	thority	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Minister	Minister	n1	Minister	minister	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
the	the	dt	the	the	0
Fathers	Fathers	ng1	Father's	father	0
authority	authority	n1	authority	authority	0
is	is	vbz	is	be	0
better	better	jc	better	better	0
exercised	exercised	vvn	exercised	exercise	0
then	then	cs	then	than	0
debated	debated	vvn	debated	debate	0
amongst	amongst	p-acp	among	among	0
froward	froward	j	froward	froward	0
children	children	n2	children	child	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
offered	offered	vvn	offered	offer	0
openly	openly	av-j	openly	open	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
offer	offer	vvi	offer	offer	0
again	again	av	again	again	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sober	sober	j	sober	sober	0
dissatisfied	dissatisfied	j-vvn	dissatisfied	dissatisfy	0
soul	soul	n1	soul	soul	0
(	(	(	(	(	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
with	with	p-acp	with	with	0
patience	patience	n1	patience	patience	0
and	and	cc	and	and	0
meeknesse	meeknesse	n1	meekness	meekness	0
hear	hear	vvi	hear	hear	0
)	)	)	)	)	0
full	full	j	full	full	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
concerning	concerning	vvg	concerning	concern	0
this	this	d	this	this	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
principles	principles	n2	principles	principle	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
this	this	d	this	this	0
Scepticall	Scepticall	j	Sceptical	sceptical	0
age	age	n1	age	age	0
hath	hath	vhz	hath	have	0
caused	caused	vvn	caused	cause	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
doubt	doubt	vvi	doubt	doubt	0
:	:	:	:	:	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
now	now	av	now	now	0
stand	stand	vvi	stand	stand	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
invite	invite	vvb	invite	invite	0
them	them	pno32	them	they	0
home	home	av-an	home	home	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mean	mean	j	mean	mean	0
time	time	n1	time	time	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pect	pect	vvi	pect	pect	0
the	the	dt	the	the	0
duty	duty	n1	duty	duty	0
pressed	pressed	vvd	pressed	press	0
to	to	pc-acp	to	to	0
be	be	vbb	be	be	0
em	em	pno32	em	they	0
∣	∣	sy	∣	∣	0
braced	braced	j-vvn	braced	brace	0
,	,	,	,	,	0
Catechizing	Catechizing	vvg	Catechizing	catechize	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
resto	resto	fw-it	resto	resto	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Families	Families	n2	Families	family	0
and	and	cc	and	and	0
Schools	Schools	n2	Schools	school	0
,	,	,	,	,	0
your	your	po22	your	your	0
children	children	n2	children	child	0
and	and	cc	and	and	0
servants	servants	n2	servants	servant	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
duly	duly	av-jn	duly	due	0
presented	presented	vvn	presented	present	0
when	when	c-crq	when	when	0
called	called	vvn	called	call	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
duty	duty	n1	duty	duty	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
:	:	:	:	:	0
and	and	cc	and	and	0
fervent	fervent	j	fervent	fervent	0
prayers	prayers	n2	prayers	prayer	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
would	would	vmd	would	will	0
enable	enable	vvi	enable	enable	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
the	the	dt	the	the	0
work	work	n1	work	work	0
which	which	r-crq	which	which	0
concernes	concernes	vvz	concerns	concern	0
your	your	po22	your	your	0
everla	everla	fw-fr	everla	everla	0
∣	∣	sy	∣	∣	0
sting	sting	n1	sting	sting	0
welfare	welfare	n1	welfare	welfare	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
grace	grace	n1	grace	grace	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
sin	sin	n1	since	sin	0
∣	∣	sy	∣	∣	0
cerely	cerely	av-j	cerely	cere	0
and	and	cc	and	and	0
fervently	fervently	av-j	fervently	fervent	0
followed	followed	vvd	followed	follow	0
by	by	p-acp	by	by	1
