ALL	ALL	av-d	ALL	all	0
may	may	vmb	may	may	0
ascend	ascend	vvi	ascend	ascend	0
from	from	p-acp	from	from	0
Earth	Earth	n1	Earth	earth	0
to	to	p-acp	to	to	0
Heaven	Heaven	n1	Heaven	heaven	0
.	.	.	.	.	1
Light	Light	j	Light	light	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Creature	Creature	n1	Creature	creature	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
made	made	vvd	made	make	0
:	:	:	:	:	0
and	and	cc	and	and	0
agreeably	agreeably	av-j	agreeably	agreeable	0
,	,	,	,	,	0
the	the	dt	the	the	0
adorning	adorning	vvg	adorning	adorn	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
began	began	vvd	began	begin	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
light	light	n1	light	light	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
created	created	vvn	created	create	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
seen	seen	vvn	seen	see	0
:	:	:	:	:	0
very	very	av	very	very	0
probable	probable	j	probable	probable	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
light	light	n1	light	light	0
first	first	ord	first	first	0
appeaed	appeaed	vvd	appeared	appear	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
being	being	vbg	being	be	0
carryed	carryed	vvn	carried	carry	0
about	about	a-acp	about	about	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Daily	Daily	j	Daily	daily	0
course	course	n1	course	course	0
,	,	,	,	,	0
appeareth	appeareth	vvz	appears	appear	0
.	.	.	.	.	1
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Creation	Creation	n1	Creation	creation	0
proceeded	proceeded	vvd	proceeded	proceed	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
A	A	dt	A	a	0
negatione	negatione	n1	negation	negation	0
ad	ad	fw-la	ad	ad	0
habitum	habitum	fw-la	habitum	habitum	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
created	created	vvn	created	create	0
the	the	dt	the	the	0
World	World	n1	World	world	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
A	A	dt	A	a	0
totali	totali	fw-la	totali	totali	0
privatione	privatione	n1	privation	privation	0
ad	ad	fw-la	ad	ad	0
habitum	habitum	fw-la	habitum	habitum	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
brought	brought	vvd	brought	bring	0
forth	forth	av	forth	forth	0
light	light	av-j	light	light	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
dark	dark	j	dark	dark	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
A	A	dt	A	a	0
partiali	partiali	fw-la	partiali	partiali	0
privatione	privatione	n1	privation	privation	0
ad	ad	fw-la	ad	ad	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
bium	bium	fw-la	bium	bium	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
Day	Day	n1	Day	day	0
to	to	p-acp	to	to	0
suc	suc	j	suc	suc	0
∣	∣	sy	∣	∣	0
ceed	ceed	vvb	ceed	cee	0
the	the	pno32	thee	they	0
Night	Night	n1	Night	night	0
.	.	.	.	.	1
Quest	Quest	n1	Quest	quest	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
second	second	ord	second	second	0
Days	Days	n2	Days	day	0
work	work	vvi	work	work	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
demanded	demanded	vvn	demanded	demand	0
,	,	,	,	,	0
Why	Why	c-crq	Why	why	0
God	God	np1	God	God	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
bless	bless	vvi	bless	bless	0
the	the	dt	the	the	0
Work	Work	n1	Work	work	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Day	Day	n1	Day	day	0
in	in	p-acp	in	in	0
approving	approving	vvg	approving	approve	0
it	it	pn31	it	it	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
to	to	p-acp	to	to	0
every	every	d	every	every	0
other	other	j-jn	other	other	0
Days	Days	n2	Days	day	0
Work	Work	vvb	Work	work	0
an	an	dt	and	a	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
probation	probation	n1	probation	probation	0
is	is	vbz	is	be	0
added	added	vvn	added	add	0
;	;	;	;	;	0
And	And	cc	And	and	0
God	God	np1	God	God	0
saw	saw	vvd	saw	see	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
good	good	j	good	good	0
?	?	?	?	?	1
Answ.	Answ.	np1	Answ.	Answ.	0
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
express	express	j	express	express	0
mention	mention	n1	mention	mention	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
immediate	immediate	j	immediate	immediate	0
approbation	approbation	n1	approbation	approbation	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Days	Days	n2	Days	day	0
work	work	vvi	work	work	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
Because	Because	p-acp	Because	because	0
this	this	d	this	this	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
distinguishing	distinguishing	vvg	distinguishing	distinguish	0
and	and	cc	and	and	0
setling	setling	vvg	settling	settle	0
the	the	dt	the	the	0
Waters	Waters	n2	Waters	water	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
place	place	n1	place	place	0
,	,	,	,	,	0
was	was	vbds	was	be	0
then	then	av	then	then	0
imperfect	imperfect	j	imperfect	imperfect	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
was	was	vbds	was	be	0
compleated	compleated	vvd	completed	complete	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
third	third	ord	third	three	0
Day	Day	n1	Day	day	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Because	Because	p-acp	Because	because	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
Day	Day	n1	Day	day	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
think	think	vvb	think	think	0
)	)	)	)	)	0
Hell	Hell	np1	Hell	Hell	0
was	was	vbds	was	be	0
created	created	vvn	created	create	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
simply	simply	av-j	simply	simple	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
pleasing	pleasing	vvg	pleasing	please	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
;	;	;	;	;	0
or	or	cc	or	or	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
Angels	Angels	n2	Angels	angel	0
fell	fell	vvd	fell	fall	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
Day	Day	n1	Day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
became	became	vvd	became	become	0
Devils	Devils	n2	Devils	devil	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
apostacy	apostacy	n1	apostasy	apostasy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
others	others	n2-jn	others	other	0
imagine	imagine	vvb	imagine	imagine	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
also	also	av	also	also	0
observable	observable	j	observable	observable	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
crea	crea	n1	crea	crea	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
the	the	dt	the	the	0
lights	lights	n2	lights	light	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
dispersed	dispersed	vvn	dispersed	disperse	0
for	for	p-acp	for	for	0
three	three	crd	three	three	0
days	days	n2	days	day	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
fourth	fourth	ord	fourth	four	0
day	day	n1	day	day	0
all	all	av-d	all	all	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sun.	Sun.	n1	Sun.	sun	0
Quest	Quest	n1	Quest	quest	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
next	next	ord	next	next	0
place	place	n1	place	place	0
be	be	vbi	be	be	0
demanded	demanded	vvn	demanded	demand	0
▪	▪	▪	▪	▪	0
Why	Why	q-crq	Why	why	0
God	God	np1	God	God	0
,	,	,	,	,	0
between	between	p-acp	between	between	0
the	the	dt	the	the	0
Crea	Crea	np1	Crea	Crea	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Plants	Plants	n2	Plants	plant	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Animals	Animals	n2	Animals	animal	0
,	,	,	,	,	0
did	did	vdd	did	do	0
interpose	interpose	vvi	interpose	interpose	0
the	the	dt	the	the	0
Creation	Creation	n1	Creation	creation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Stars	Stars	n2	Stars	star	0
?	?	?	?	?	1
Answ.	Answ.	np1	Answ.	Answ.	0
I	I	pns11	I	i	0
answer	answer	vvb	answer	answer	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
shew	shew	vvi	show	show	0
,	,	,	,	,	0
although	although	cs	although	although	0
ordinarily	ordinarily	av-j	ordinarily	ordinary	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Stars	Stars	n2	Stars	star	0
do	do	vdb	do	do	0
concur	concur	vvi	concur	concur	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
generation	generation	n1	generation	generation	0
of	of	pp-f	of	of	0
Plants	Plants	n2	Plants	plant	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
Animals	Animals	n2	Animals	animal	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
genera	genera	fw-la	genera	genera	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
simply	simply	av-j	simply	simple	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
refer	refer	vvi	refer	refer	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
and	and	cc	and	and	0
Stars	Stars	n2	Stars	star	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Stars	Stars	n2	Stars	star	0
were	were	vbdr	were	be	0
created	created	vvn	created	create	0
,	,	,	,	,	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
manded	manded	vvd	manded	mand	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
forth	forth	av	forth	forth	0
Herbs	Herbs	n2	Herbs	herb	0
and	and	cc	and	and	0
Plants	Plants	n2	Plants	plant	0
yielding	yielding	vvg	yielding	yield	0
seed	seed	n1	seed	seed	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
fruit-Tree	fruit-Tree	n1	fruit-Tree	fruit-tree	0
to	to	pc-acp	to	to	0
yield	yield	vvi	yield	yield	0
fruit	fruit	n1	fruit	fruit	0
after	after	p-acp	after	after	0
his	his	po31	his	his	0
kind	kind	n1	kind	kind	0
.	.	.	.	.	1
Gen.	Gen.	np1	Gen.	Gen.	0
1.11	1.11	crd	1.11	1.11	0
.	.	.	.	.	1
Before	Before	p-acp	Before	before	0
the	the	dt	the	the	0
Creation	Creation	n1	Creation	creation	0
of	of	pp-f	of	of	0
Animals	Animals	n2	Animals	animal	0
,	,	,	,	,	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
create	create	vvi	create	create	0
the	the	dt	the	the	0
Light	Light	n1	Light	light	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
light	light	n1	light	light	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
special	special	j	special	special	0
manner	manner	n1	manner	manner	0
.	.	.	.	.	1
Moreover	Moreover	np1	Moreover	Moreover	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
take	take	vvi	take	take	0
notice	notice	n1	notice	notice	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
God	God	np1	God	God	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
Fishes	Fishes	n2	Fish	fish	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Fowls	Fowls	n2	Fowls	fowl	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
he	he	pns31	he	he	0
blessed	blessed	vvd	blessed	bless	0
them	them	pno32	them	they	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
Be	Be	vbb	Be	be	0
fruitfull	fruitfull	j	fruitful	fruitful	0
and	and	cc	and	and	0
multiply	multiply	vvi	multiply	multiply	0
,	,	,	,	,	0
and	and	cc	and	and	0
fill	fill	vvi	fill	fill	0
the	the	dt	the	the	0
Waters	Waters	n2	Waters	water	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
let	let	vvb	let	let	0
Fowl	Fowl	n1	Fowl	fowl	0
mul	mul	n1	mul	mul	0
∣	∣	sy	∣	∣	0
tiply	tiply	vvb	tiply	tiply	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
Vers.	Vers.	np1	Vers.	Vers.	1
22.	22.	crd	22.	22.	1
But	But	p-acp	But	but	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
brute	brute	n1	brutus	brute	0
Beasts	Beasts	n2	Beasts	beast	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
we	we	pns12	we	we	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
read	read	vvi	read	read	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
gave	gave	vvd	gave	give	0
any	any	d	any	any	0
such	such	d	such	such	0
blessing	blessing	n1	blessing	blessing	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
;	;	;	;	;	0
intimating	intimating	vvg	intimating	intimate	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
get	get	vvi	get	get	0
that	that	d	that	that	0
bles	bles	n2-j	bles	bles	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
giveth	giveth	vvz	gives	give	0
unto	unto	p-acp	unto	unto	0
good	good	j	good	good	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
he	he	pns31	he	he	0
mut	mut	n1	mut	mut	0
not	not	xx	not	not	0
delight	delight	vvi	delight	delight	0
in	in	p-acp	in	in	0
Eathly	Eathly	j	Eathly	eathly	0
pleasues	pleasues	n2	pleasues	pleasue	0
,	,	,	,	,	0
like	like	j	like	like	0
brute	brute	n1	brutus	brute	0
Beasts	Beasts	n2	Beasts	beast	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
minde	minde	n1	mind	mind	0
Heavenly	Heavenly	j	Heavenly	heavenly	0
things	things	n2	things	thing	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
unto	unto	p-acp	unto	unto	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
wallow	wallow	vvb	wallow	wallow	0
in	in	p-acp	in	in	0
temporal	temporal	j	temporal	temporal	0
delights	delights	n2	delights	delight	0
,	,	,	,	,	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
give	give	vvb	give	give	0
his	his	po31	his	his	0
benediction	benediction	n1	benediction	benediction	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
his	his	po31	his	his	0
malediction	malediction	n1	malediction	malediction	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
also	also	av	also	also	0
remarkable	remarkable	j	remarkable	remarkable	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
God	God	np1	God	God	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
Light	Light	n1	Light	light	0
,	,	,	,	,	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
,	,	,	,	,	0
Moon	Moon	n1	Moon	moon	0
,	,	,	,	,	0
and	and	cc	and	and	0
Stars	Stars	n2	Stars	star	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
Crea	Crea	np1	Crea	Crea	0
∣	∣	sy	∣	∣	0
tures	tures	n1	tures	tures	0
,	,	,	,	,	0
he	he	pns31	he	he	0
saw	saw	vvd	saw	see	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
all	all	d	all	all	0
good	good	j	good	good	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
created	created	vvd	created	create	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
so	so	av	so	so	0
particularly	particularly	av-j	particularly	particular	0
pronounce	pronounce	vvi	pronounce	pronounce	0
this	this	d	this	this	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
of	of	pp-f	of	of	0
other	other	n-jn	other	other	0
Creatures	Creatures	n2	Creatures	creature	0
;	;	;	;	;	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
good	good	j	good	good	0
or	or	cc	or	or	0
bad	bad	j	bad	bad	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
these	these	d	these	these	0
Creatures	Creatures	n2	Creatures	creature	0
better	better	av-jc	better	better	0
than	than	cs	than	than	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
inferiour	inferiour	j-jn	inferior	inferior	0
to	to	p-acp	to	to	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
being	being	vbg	being	be	0
all	all	d	all	all	0
made	made	vvn	made	make	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
Man	Man	n1	Man	man	0
:	:	:	:	:	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
is	is	vbz	is	be	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
God	God	np1	God	God	0
would	would	vmd	would	will	0
leave	leave	vvi	leave	leave	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
choice	choice	n1	choice	choice	0
to	to	pc-acp	to	to	0
choose	choose	vvi	choose	choose	0
good	good	j	good	good	0
or	or	cc	or	or	0
evil	evil	j-jn	evil	evil	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
self	self	n1	self	self	0
,	,	,	,	,	0
Stella	Stella	fw-la	Stella	stella	0
de	de	fw-fr	de	de	0
contempt	contempt	n1	contempt	contempt	0
.	.	.	.	.	0
mundi	mundi	fw-la	mundi	mundi	0
.	.	.	.	.	0
and	and	cc	and	and	0
accordingly	accordingly	av-vvg	accordingly	accord	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
his	his	po31	his	his	0
denomination	denomination	n1	denomination	denomination	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Stella	Stella	np1	Stella	Stella	0
noteth	noteth	vvz	notes	note	0
.	.	.	.	.	1
Quest	Quest	n1	Quest	quest	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
further	further	jc	further	further	0
be	be	vbi	be	be	0
demanded	demanded	vvn	demanded	demand	0
,	,	,	,	,	0
Why	Why	q-crq	Why	why	0
earthly	earthly	j	earthly	earthly	0
Animals	Animals	n2	Animals	animal	0
were	were	vbdr	were	be	0
created	created	vvn	created	create	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
sixt	sixt	ord	sixt	sixth	0
Day	Day	n1	Day	day	0
?	?	?	?	?	1
Answ.	Answ.	np1	Answ.	Answ.	0
I	I	pns11	I	i	0
answer	answer	vvb	answer	answer	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
dif	dif	n-jn	dif	dif	0
∣	∣	sy	∣	∣	0
fering	fering	vvg	fearing	fear	0
in	in	p-acp	in	in	0
kinde	kinde	n1	kind	kind	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
Creatures	Creatures	n2	Creatures	creature	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
before	before	p-acp	before	before	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
dwell	dwell	vvi	dwell	dwell	0
with	with	p-acp	with	with	0
Man	Man	n1	Man	man	0
▪	▪	▪	▪	▪	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
more	more	av-dc	more	more	0
like	like	av-j	like	like	0
unto	unto	p-acp	unto	unto	0
Man	Man	n1	Man	man	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
ody	ody	n1	ody	ody	0
and	and	cc	and	and	0
genius	genius	n1	genius	genius	0
,	,	,	,	,	0
than	than	cs	than	than	0
either	either	d	either	either	0
the	the	dt	the	the	0
irds	irds	n2	irds	ird	0
or	or	cc	or	or	0
Fishes	Fishes	n2	Fish	fish	0
;	;	;	;	;	0
and	and	cc	and	and	0
also	also	av	also	also	0
because	because	c-acp	because	because	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
helpfull	helpfull	j	helpful	helpful	0
and	and	cc	and	and	0
serviceable	serviceable	j	serviceable	serviceable	0
unto	unto	p-acp	unto	unto	0
Man	Man	n1	Man	man	0
;	;	;	;	;	0
therefore	therefore	av	therefore	therefore	0
were	were	vbdr	were	be	0
they	they	pns32	they	they	0
brought	brought	vvn	brought	bring	0
forth	forth	av	forth	forth	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
same	same	d	same	same	0
Day	Day	n1	Day	day	0
wherein	wherein	c-crq	wherein	wherein	0
Man	Man	n1	Man	man	0
was	was	vbds	was	be	0
Created	Created	vvn	Created	create	0
▪	▪	▪	▪	▪	0
Man	Man	n1	Man	man	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
last	last	ord	last	last	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Creation	Creation	n1	Creation	creation	0
for	for	p-acp	for	for	0
divers	divers	j	diverse	diverse	0
reasons	reasons	n2	reasons	reason	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
That	That	cst	That	that	0
God	God	np1	God	God	0
might	might	vmd	might	may	0
shew	shew	vvi	show	show	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
his	his	po31	his	his	0
own	own	d	own	own	0
Order	Order	n1	Order	order	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
proceeding	proceeding	vvg	proceeding	proceed	0
from	from	p-acp	from	from	0
more	more	dc	more	more	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
perfect	perfect	j	perfect	perfect	0
things	things	n2	things	thing	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
things	things	n2	things	thing	0
more	more	av-dc	more	more	0
perfect	perfect	j	perfect	perfect	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
That	That	cst	That	that	0
Man	Man	n1	Man	man	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
little	little	j	little	little	0
World	World	n1	World	world	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
all	all	d	all	all	0
things	things	n2	things	thing	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
summarily	summarily	av-j	summarily	summary	0
contained	contained	vvn	contained	contain	0
;	;	;	;	;	0
called	called	vvn	called	call	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
He	He	pns31	He	he	0
∣	∣	sy	∣	∣	0
brews	brews	vvz	brews	brew	0
,	,	,	,	,	0
Ainswor	Ainswor	np1	Ainswor	Ainswor	0
.	.	.	.	.	1
Annot.	Annot.	np1	Annot.	Annot.	0
in	in	p-acp	in	in	0
Gen.	Gen.	np1	Gen.	Gen.	0
1.	1.	crd	1.	1.	1
Olam	Olam	np1	Olam	Olam	0
Hakaton	Hakaton	np1	Hakaton	Hakaton	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Greeks	Greeks	np1	Greeks	Greeks	0
,	,	,	,	,	0
Microcosmos	Microcosmos	np1	Microcosmos	Microcosmos	0
,	,	,	,	,	0
A	A	dt	A	a	0
little	little	j	little	little	0
World	World	n1	World	world	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
