RIghte	RIghte	av-jn	Right	right	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
in	in	p-acp	in	in	0
generall	generall	n1	general	general	0
,	,	,	,	,	0
&	&	cc	&	and	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
wherof	wherof	c-crq	whereof	whereof	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
ouerseer	ouerseer	n1	overseer	overseer	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
furtherance	furtherance	n1	furtherance	furtherance	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
the	the	dt	the	the	0
aduauncement	aduauncement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
holie	holie	j	holy	holy	0
Gos	Gos	vvz	Gos	go	0
∣	∣	sy	∣	∣	0
pell	pell	av	pell	pell	0
,	,	,	,	,	0
the	the	dt	the	the	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
glorious	glorious	j	glorious	glorious	0
spouse	spouse	n1	spouse	spouse	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
the	the	dt	the	the	0
confusion	confusion	n1	confusion	confusion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Popes	Popes	ng1	Popes	pope	0
glistering	glistering	j-vvg	glistering	glister	0
Concubine	Concubine	n1	Concubine	concubine	0
,	,	,	,	,	0
Nos	Nos	fw-la	Nos	nos	0
iusti	iusti	fw-la	iusti	iusti	0
∣	∣	sy	∣	∣	0
tiā	tiā	n1	tiam	tiam	0
nostrā	nostrā	fw-la	nostrā	nostrā	0
&	&	cc	&	and	0
Eccle	Eccle	fw-la	Eccle	eccle	0
∣	∣	sy	∣	∣	0
siae	siae	fw-la	siae	siae	0
Sponsae	Sponsae	fw-la	Sponsae	sponsae	0
nostrae	nostrae	fw-la	nostrae	nostrae	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
letes	letes	zz	letes	letes	0
negli	negli	fw-it	negli	negli	0
∣	∣	sy	∣	∣	0
gere	gere	n1	gere	gere	0
.	.	.	.	.	1
Bo	Bo	uh	Bo	bo	0
∣	∣	sy	∣	∣	0
nifac	nifac	n1	nifac	nifac	0
.	.	.	.	.	1
8.	8.	crd	8.	8.	0
de	de	fw-la	de	de	0
immunit	immunit	fw-la	immunit	immunit	0
.	.	.	.	.	1
Eccles.	Eccles.	np1	Eccles.	Eccles.	0
c	c	sy	c	c	0
.	.	.	.	.	0
quomā	quomā	n1	quoman	quoman	0
in	in	p-acp	in	in	0
sexto	sexto	fw-la	sexto	sexto	0
.	.	.	.	.	0
the	the	dt	the	the	0
seate	seate	n1	seat	seat	0
of	of	pp-f	of	of	0
Anti	Anti	fw-la	Anti	anti	0
∣	∣	sy	∣	∣	0
christ	christ	np1	christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
discharge	discharge	n1	discharge	discharge	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
science	science	n1	science	science	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
account	account	n1	account	account	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
great	great	j	great	great	0
day	day	n1	day	day	0
.	.	.	.	.	1
