HIS	HIS	po31	HIS	his	0
Worshipped	Worshipped	vvn	Worshipped	worship	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
through	through	a-acp	through	through	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
.	.	.	.	.	1
A	A	dt	A	a	0
Parallell	Parallell	n1	Parallel	parallel	0
Essrontery	Essrontery	np1	Essrontery	Essrontery	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
load	load	vvi	load	load	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
and	and	cc	and	and	0
Host	Host	n1	Host	host	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
Idolatries	Idolatries	n2	Idolatries	idolatry	0
brands	brands	n2	brands	brand	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
very	very	j	very	very	0
letter	letter	n1	letter	letter	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Visional	Visional	j	Visional	visional	0
Representation	Representation	n1	Representation	representation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Jewish	Jewish	jp	Jewish	jewish	0
Idolatries	Idolatries	n2	Idolatries	idolatry	0
to	to	p-acp	to	to	0
Ezekiel	Ezekiel	np1	Ezekiel	Ezekiel	0
,	,	,	,	,	0
Ch.	Ch.	np1	Ch.	Ch.	1
7.	7.	crd	7.	7.	0
distinguisheth	distinguisheth	vvz	distinguisheth	distinguish	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
the	the	dt	the	the	0
Rest	Rest	n1	Rest	rest	0
,	,	,	,	,	0
I	I	pns11	I	i	0
stand	stand	vvb	stand	stand	0
therefore	therefore	av	therefore	therefore	0
in	in	p-acp	in	in	0
perfect	perfect	j	perfect	perfect	0
Amaze	Amaze	vvb	Amaze	amaze	0
and	and	cc	and	and	0
Astonish	Astonish	vvi	Astonish	astonish	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
Christian	Christian	np1	Christian	Christian	0
,	,	,	,	,	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
the	the	dt	the	the	0
Protestant	Protestant	n1	Protestant	protestant	0
,	,	,	,	,	0
Bishop	Bishop	n1	Bishop	bishop	0
should	should	vmd	should	shall	0
mean	mean	vvi	mean	mean	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
make	make	vvb	make	make	0
so	so	av	so	so	0
open	open	j	open	open	0
and	and	cc	and	and	0
publick	publick	j	public	public	0
an	an	dt	and	a	0
appeal	appeal	n1	appeal	appeal	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
In	In	n1	In	inn	0
∣	∣	sy	∣	∣	0
tegrity	tegrity	n1	tegrity	tegrity	0
,	,	,	,	,	0
God	God	np1	God	God	0
and	and	cc	and	and	0
the	the	dt	the	the	0
World	World	n1	World	world	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
close	close	j	close	close	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
cerns	cerns	vvz	cern	cern	0
the	the	dt	the	the	0
Test	Test	n1	Test	test	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Peerage	Peerage	n1	Peerage	peerage	0
,	,	,	,	,	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
submit	submit	vvb	submit	submit	0
the	the	dt	the	the	0
Reason	Reason	n1	Reason	reason	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
higher	higher	jc	higher	high	0
Judges	Judges	n2	Judges	judge	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
things	things	n2	things	thing	0
;	;	;	;	;	0
beg	beg	vvb	beg	beg	0
∣	∣	sy	∣	∣	0
ging	ging	n1	ging	ging	0
pardon	pardon	n1	pardon	pardon	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
errors	errors	n2	errors	error	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
great	great	j	great	great	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
likewise	likewise	av	likewise	likewise	0
taking	taking	vvg	taking	take	0
example	example	n1	example	example	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beg	beg	vvb	beg	beg	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Men	Men	n2	Men	man	0
allowance	allowance	n1	allowance	allowance	0
for	for	p-acp	for	for	0
mistakes	mistakes	n2	mistakes	mistake	0
of	of	pp-f	of	of	0
humane	humane	j	humane	humane	0
infirmity	infirmity	n1	infirmity	infirmity	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
Critical	Critical	j	Critical	critical	0
a	a	dt	a	a	0
point	point	n1	point	point	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
Critical	Critical	j	Critical	critical	0
a	a	dt	a	a	0
time	time	n1	time	time	0
.	.	.	.	.	1
