MAny	MAny	av-d	MAny	many	0
∣	∣	sy	∣	∣	0
sting	sting	n1	sting	sting	0
himselfe	himselfe	px31	himself	himself	0
forwardes	forwardes	av-j	forwards	forwards	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
medle	medle	vvi	meddle	meddle	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
buisines	buisines	n1	buisines	business	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
state	state	n1	state	state	0
.	.	.	.	.	1
The	The	dt	The	the	0
former	former	j	former	former	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
very	very	av	very	very	0
much	much	d	much	much	0
worth	worth	n1	worth	worth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
too	too	av	too	too	0
little	little	j	little	little	0
boldnes	boldnes	n1	boldness	boldness	0
:	:	:	:	:	0
the	the	dt	the	the	0
later	later	jc	later	late	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
very	very	av	very	very	0
much	much	d	much	much	0
boldnes	boldnes	n1	boldness	boldness	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
too	too	av	too	too	0
little	little	av-j	little	little	0
worh	worh	vvd	worh	worh	0
.	.	.	.	.	1
The	The	dt	The	the	0
fault	fault	n1	fault	fault	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
later	later	jc	later	late	0
was	was	vbds	was	be	0
more	more	av-dc	more	more	0
odious	odious	j	odious	odious	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
fault	fault	n1	fault	fault	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
former	former	j	former	former	0
was	was	vbds	was	be	0
more	more	dc	more	more	0
hurtfull	hurtfull	j	hurtful	hurtful	0
,	,	,	,	,	0
more	more	dc	more	more	0
reason	reason	n1	reason	reason	0
to	to	pc-acp	to	to	0
blame	blame	vvi	blame	blame	0
the	the	dt	the	the	0
later	later	jc	later	late	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
more	more	dc	more	more	0
neede	neede	n1	need	need	0
to	to	pc-acp	to	to	0
blame	blame	vvi	blame	blame	0
the	the	dt	the	the	0
former	former	j	former	former	0
.	.	.	.	.	1
The	The	dt	The	the	0
later	later	jc	later	late	0
by	by	p-acp	by	by	0
too	too	av	too	too	0
much	much	av-d	much	much	0
contemning	contemning	vvg	contemning	contemn	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
magni	magni	fw-la	magni	magni	0
∣	∣	sy	∣	∣	0
fying	fying	n-vvg	fying	fie	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
made	made	vvd	made	make	0
himselfe	himselfe	px31	himself	himself	0
cōtemtible	cōtemtible	j	contemptible	contemptible	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
former	former	j	former	former	0
by	by	p-acp	by	by	0
too	too	av	too	too	0
much	much	av-d	much	much	0
regarding	regarding	vvg	regarding	regard	0
o	o	uh	oh	oh	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
and	and	cc	and	and	0
contemning	contemning	vvg	contemning	contemn	0
himselfe	himselfe	px31	himself	himself	0
made	made	vvd	made	make	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
selfe	selfe	n1	self	self	0
vnprofitable	vnprofitable	j	unprofitable	unprofitable	0
.	.	.	.	.	1
The	The	dt	The	the	0
later	later	jc	later	late	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
boldnes	boldnes	n1	boldness	boldness	0
gained	gained	vvd	gained	gain	0
the	the	dt	the	the	0
dispraise	dispraise	n1	dispraise	dispraise	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
avoided	avoided	vvn	avoided	avoid	0
▪	▪	▪	▪	▪	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
former	former	j	former	former	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
shamefast	shamefast	j	shamefast	shamefast	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
avoided	avoided	vvd	avoided	avoid	0
the	the	dt	the	the	0
commendation	commendation	n1	commendation	commendation	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
gaed	gaed	vvn	gaed	gae	0
▪	▪	▪	▪	▪	0
asmuch	asmuch	p-acp	as	as	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
one	one	crd	one	one	0
nee	nee	n1	nee	nee	0
ded	ded	j	dead	dead	0
the	the	dt	the	the	0
bridle	bridle	n1	bridle	bridle	0
,	,	,	,	,	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
needed	needed	vvd	needed	need	0
the	the	dt	the	the	0
spurre	spurre	n1	spur	spur	0
:	:	:	:	:	0
the	the	dt	the	the	0
one	one	pi	one	one	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
leaue	leaue	vvi	leave	leave	0
drawing	drawing	vvg	drawing	draw	0
on	on	p-acp	on	on	0
harme	harme	n1	harm	harm	0
vppon	vppon	p-acp	upon	upon	0
himselfe	himselfe	px31	himself	himself	0
:	:	:	:	:	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
cōmon	cōmon	j	common	common	0
wealths	wealths	ng1	wealths	wealth	0
sake	sake	n1	sake	sake	0
:	:	:	:	:	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
leaue	leaue	vvi	leave	leave	0
of	of	pp-f	of	of	0
with	with	p-acp	with	with	0
holding	holding	vvg	holding	hold	0
the	the	dt	the	the	0
publique	publique	j	public	public	0
good	good	j	good	good	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
so	so	av	so	so	0
is	is	vbz	is	be	0
every	every	d	every	every	0
vertue	vertue	n1	virtue	virtue	0
and	and	cc	and	and	0
especially	especially	av-j	especially	especial	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
learning	learning	n1	learning	learning	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
chieffest	chieffest	js	chieffest	chieff	0
among	among	p-acp	among	among	0
vs	vs	pno12	us	we	0
:	:	:	:	:	0
the	the	dt	the	the	0
honestum	honestum	fw-la	honestum	honestum	0
is	is	vbz	is	be	0
proper	proper	j	proper	proper	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
profit	profit	n1	profit	profit	0
is	is	vbz	is	be	0
cōmō	cōmō	j	common	common	0
:	:	:	:	:	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
Thesaur	Thesaur	np1	Thesaur	Thesaur	0
{	{	{	{	{	0
us	us	pno12	us	we	0
}	}	}	}	}	0
ecclesiae	ecclesiae	fw-la	ecclesiae	ecclesiae	0
:	:	:	:	:	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
In	In	p-acp	In	in	0
dulgences	dulgences	n2	dulgences	dulgence	0
after	after	c-acp	after	after	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
presēt	presēt	j	present	present	0
vse	vse	n1	use	use	0
while	while	cs	while	while	0
they	they	pns32	they	they	0
live	live	vvb	live	live	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
ra	ra	zz	ra	ra	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
that	that	cst	that	that	0
every	every	d	every	every	0
one	one	crd	one	one	0
which	which	r-crq	which	which	0
loues	loues	vvz	loves	love	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
(	(	(	(	(	0
seeing	seeing	vvg	seeing	see	0
himselfe	himselfe	px31	himself	himself	0
also	also	av	also	also	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
part	part	n1	part	part	0
in	in	p-acp	in	in	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
very	very	j	very	very	0
common	common	j	common	common	0
good	good	j	good	good	0
)	)	)	)	)	0
wil	wil	vmb	will	will	0
both	both	d	both	both	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
grate	grate	n1	grate	grate	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
acceptance	acceptance	n1	acceptance	acceptance	0
encorage	encorage	vvi	encourage	encourage	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
praier	praier	n1	prayer	prayer	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
aide	aide	n1	aid	aid	0
&	&	cc	&	and	0
further	further	av-jc	further	further	0
the	the	dt	the	the	0
reverend	reverend	j-jn	reverend	reverend	0
auctor	auctor	fw-la	auctor	auctor	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
godly	godly	j	godly	godly	0
sermon	sermon	n1	sermon	sermon	0
:	:	:	:	:	0
that	that	cst	that	that	0
neither	neither	dx	neither	neither	0
sickenes	sickenes	n1	sickness	sickness	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
barre	barre	n1	bar	bar	0
may	may	vmb	may	may	0
hinder	hinder	vvi	hinder	hinder	0
him	him	pno31	him	he	0
from	from	p-acp	from	from	0
performing	performing	vvg	performing	perform	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
advancing	advancing	vvg	advancing	advance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
farre	farre	av-j	far	far	0
greater	greater	jc	greater	great	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
then	then	av	then	then	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
appeare	appeare	vvi	appear	appear	0
▪	▪	▪	▪	▪	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
willingly	willingly	av-j	willingly	willing	0
,	,	,	,	,	0
thinke	thinke	vvb	think	think	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
self	self	n1	self	self	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
:	:	:	:	:	0
So	So	av	So	so	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
alway	alway	av	always	always	0
pay	pay	vvi	pay	pay	0
him	him	pno31	him	he	0
,	,	,	,	,	0
&	&	cc	&	and	0
alway	alway	av	always	always	0
owe	owe	vvb	owe	owe	0
him	him	pno31	him	he	0
al	al	d	all	all	0
the	the	dt	the	the	0
duties	duties	n2	duties	duty	0
of	of	pp-f	of	of	0
loue	loue	n1	love	love	0
▪	▪	▪	▪	▪	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
ever	ever	av	ever	ever	0
since	since	p-acp	since	since	0
my	my	po11	my	my	0
child	child	n1	child	child	0
∣	∣	sy	∣	∣	0
hood	hood	n1	hood	hood	0
:	:	:	:	:	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
(	(	(	(	(	0
right	right	n-jn	right	right	0
reverend	reverend	j-jn	reverend	reverend	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
many	many	d	many	many	0
yeares	yeares	n2	years	year	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
very	very	av	very	very	0
deeply	deeply	av-jn	deeply	deep	0
engaged	engaged	vvn	engaged	engage	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
your	your	po22	your	your	0
Lp.	Lp.	np1	Lp.	Lp.	0
hee	hee	pns31	he	he	0
could	could	vmd	could	can	0
say	say	vvi	say	say	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
preface	preface	n1	preface	preface	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
Gene	Gene	zz	Gene	gene	0
most	most	av-ds	most	most	0
profitable	profitable	j	profitable	profitable	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
▪	▪	▪	▪	▪	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
wold	wold	vmd	would	will	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
remēbrācer	remēbrācer	n1	remembrancer	remembrancer	0
.	.	.	.	.	1
The	The	dt	The	the	0
argumentes	argumentes	n2	arguments	argument	0
which	which	r-crq	which	which	0
there	there	a-acp	there	there	0
hee	hee	pns31	he	he	0
vses	vses	vvz	uses	use	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
cōparisō	cōparisō	n1	comparison	comparison	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
prefers	prefers	vvz	prefers	prefer	0
writing	writing	vvg	writing	write	0
before	before	p-acp	before	before	0
publik	publik	j	public	public	0
preachig	preachig	n1	preachig	preachig	0
by	by	p-acp	by	by	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
mouth	mouth	n1	mouth	mouth	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
returned	returned	vvn	returned	return	0
vpon	vpon	p-acp	upon	upon	0
himselfe	himselfe	px31	himself	himself	0
:	:	:	:	:	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
Pomponius	Pomponius	np1	Pomponius	Pomponius	0
in	in	p-acp	in	in	0
Plutarch	Plutarch	np1	Plutarch	Plutarch	0
,	,	,	,	,	0
dehorting	dehorting	vvg	dehorting	dehort	0
his	his	po31	his	his	0
sonne	sonne	n1	son	son	0
Numa	Numa	np1	Numa	Numa	0
from	from	p-acp	from	from	0
private	private	j	private	private	0
obscurity	obscurity	n1	obscurity	obscurity	0
,	,	,	,	,	0
tells	tells	vvz	tells	tell	0
him	him	pno31	him	he	0
▪	▪	▪	▪	▪	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
God	God	n1	God	god	0
which	which	r-crq	which	which	0
calles	calles	vvz	calls	call	0
him	him	pno31	him	he	0
,	,	,	,	,	0
&	&	cc	&	and	0
sufrs	sufrs	vvz	sufrs	sufr	0
not	not	xx	not	not	0
his	his	po31	his	his	0
giftes	giftes	n2	gifts	gift	0
to	to	pc-acp	to	to	0
sleepe	sleepe	vvi	sleep	sleep	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
:	:	:	:	:	0
that	that	cst	that	that	0
the	the	dt	the	the	0
meanager	meanager	n1	meanager	meanager	0
of	of	pp-f	of	of	0
publique	publique	j	public	public	0
buisines	buisines	n1	buisines	business	0
is	is	vbz	is	be	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
hande	hande	n1	hand	hand	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
,	,	,	,	,	0
play	play	vvb	play	play	0
the	the	dt	the	the	0
fugitiue	fugitiue	n-jn	fugitive	fugitive	0
,	,	,	,	,	0
or	or	cc	or	or	0
deny	deny	vvi	deny	deny	0
God	God	np1	God	God	0
such	such	d	such	such	0
service	service	n1	service	service	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
offng	offng	j-vvg	offng	offng	0
occasions	occasions	n2	occasions	occasion	0
and	and	cc	and	and	0
guing	guing	j-vvg	guing	gue	0
abilities	abilities	n2	abilities	ability	0
he	he	pns31	he	he	0
requires	requires	vvz	requires	require	0
:	:	:	:	:	0
nor	nor	ccx	nor	nor	0
aban	aban	j	aban	aban	0
∣	∣	sy	∣	∣	0
don	don	vvb	dONE	don	0
the	the	pno32	thee	they	0
,	,	,	,	,	0
the	the	dt	the	the	0
fielde	fielde	n1	field	field	0
&	&	cc	&	and	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
actions	actions	n2	actions	action	0
▪	▪	▪	▪	▪	0
But	But	p-acp	But	but	0
my	my	po11	my	my	0
purpose	purpose	n1	purpose	purpose	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
tell	tell	vvi	tell	tell	0
him	him	pno31	him	he	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
do	do	vdi	do	do	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
indeede	indeede	av	indeed	indeed	0
it	it	pn31	it	it	0
beseemes	beseemes	vvz	beseems	beseem	0
me	me	pno11	me	i	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
signifie	signifie	vvi	signify	signify	0
our	our	po12	our	our	0
desire	desire	n1	desire	desire	0
cō	cō	vvb	con	con	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
wth	wth	p-acp	with	with	0
your	your	po22	your	your	0
Lps.	Lps.	np1	Lps.	Lps.	0
of	of	pp-f	of	of	0
whose	whose	r-crq	whose	who	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
&	&	cc	&	and	0
desire	desire	vvb	desire	desire	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
altogeather	altogeather	av	altogether	altogether	0
ig	ig	j	ig	ig	0
∣	∣	sy	∣	∣	0
norant	norant	j	norant	norant	0
:	:	:	:	:	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
whose	whose	rg-crq	whose	who	0
careful	careful	j	careful	careful	0
remembring	remembring	vvg	remembering	remember	0
him	him	pno31	him	he	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
length	length	n1	length	length	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
shew	shew	vvi	show	show	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	0
that	that	cst	that	that	0
so	so	av	so	so	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
bee	bee	vbi	be	be	0
beholding	beholding	vvg	beholding	behold	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lp.	Lp.	np1	Lp.	Lp.	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
own	own	d	own	own	0
excellēt	excellēt	j	excellent	excellent	0
labours	labours	n2	labours	labour	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
sort	sort	n1	sort	sort	0
also	also	av	also	also	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
a	a	dt	a	a	0
little	little	j	little	little	0
to	to	p-acp	to	to	0
S.	S.	n1	S.	saint	0
Hila	Hila	np1	Hila	Hila	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
Ctesiphon	Ctesiphon	np1	Ctesiphon	Ctesiphon	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
one	one	crd	one	one	0
for	for	p-acp	for	for	0
stirring	stirring	vvg	stirring	stir	0
vp	vp	a-acp	up	up	0
S.	S.	n1	S.	saint	0
Austine	Austine	np1	Austine	Austine	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
western	western	j	western	western	0
countries	countries	n2	countries	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
for	for	p-acp	for	for	0
stirring	stirring	vvg	stirring	stir	0
vp	vp	a-acp	up	up	0
S.	S.	n1	S.	saint	0
Hieronym	Hieronym	n1	Hieronym	hieronym	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Eastern	Eastern	j	Eastern	eastern	0
coūtries	coūtries	n2	countries	country	0
;	;	;	;	;	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
spreading	spreading	j-vvg	spreading	spread	0
infection	infection	n1	infection	infection	0
of	of	pp-f	of	of	0
Pelagius	Pelagius	np1	Pelagius	Pelagius	0
.	.	.	.	.	0
this	this	d	this	this	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
hereafter	hereafter	av	hereafter	hereafter	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
.	.	.	.	.	1
Meane	Meane	n1	Mean	mean	0
while	while	cs	while	while	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
bolde	bolde	j	bold	bold	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
this	this	d	this	this	0
parcell	parcell	n1	parcel	parcel	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
learned	learned	j	learned	learned	0
paines	paines	n2	pains	pain	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
right	right	j-jn	right	right	0
welcome	welcome	vvb	welcome	welcome	0
,	,	,	,	,	0
even	even	av	even	even	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
auctors	auctors	n2	actors	actor	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
that	that	cst	that	that	0
know	know	vvb	know	know	0
him	him	pno31	him	he	0
..	..	..	..	..	1
Thus	Thus	av	Thus	thus	0
commending	commending	vvg	commending	commend	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
gracious	gracious	j	gracious	gracious	0
goodnes	goodnes	n1	goodness	goodness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
almighty	almighty	j-jn	almighty	almighty	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
long	long	av-j	long	long	0
continue	continue	vvi	continue	continue	0
a	a	dt	a	a	0
principall	principall	j-jn	principal	principal	0
instrument	instrument	n1	instrument	instrument	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
church	church	n1	church	church	0
:	:	:	:	:	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
leaue	leaue	n1	leave	leave	0
.	.	.	.	.	0
frō	frō	p-acp	from	from	0
Corpus	Corpus	np1	Corpus	Corpus	0
Christy	Christy	np1	Christy	Christy	0
Colledge	Colledge	n1	College	college	0
in	in	p-acp	in	in	0
Oxford	Oxford	np1	Oxford	Oxford	0
Nov.	Nov.	np1	Nov.	Nov.	1
12.	12.	crd	12.	12.	0
1602.	1602.	crd	1602.	1602.	1
